CAR_ID,品牌系列,长度(mm),宽度(mm),高度(mm),轴距(mm),前轮距(mm),后轮距(mm),接近角(°),离去角(°),车身结构,车门开启方式,车门数(个),座位数(个),油箱容积(L),后备厢容积(L),风阻系数(Cd),最小离地间隙(mm),最大涉水深度(mm),最小转弯半径(m),满载最小离地间隙(mm),纵向通过角(°),最大爬坡度(%),最大载重质量(kg),后排车门开启方式,前备厢容积(L),最大爬坡角度(°),空载最小离地间隙(mm),氢瓶容积(L)
69813,汉,4995,1910,1495,2920,1640,1650,13,14,三厢车,平开门,(标配)4,(标配)5,,,0.233,,,6.15,,,,,,,,,
71707,汉,4995,1910,1495,2920,1640,1650,13,14,三厢车,平开门,(标配)4,(标配)5,,,0.233,,,6.15,,,,,,,,,
72515,汉,4995,1910,1495,2920,1640,1650,13,14,三厢车,平开门,(标配)4,(标配)5,,,0.233,,,6.15,,,,,,,,,
71706,汉,4995,1910,1495,2920,1640,1650,13,14,三厢车,平开门,(标配)4,(标配)5,,,0.233,,,6.15,,,,,,,,,
66906,汉,4995,1910,1495,2920,1640,1650,13,14,三厢车,平开门,(标配)4,(标配)5,,,0.233,,,6.15,,,,,,,,,
71591,汉,4995,1910,1495,2920,1640,1650,13,14,三厢车,平开门,(标配)4,(标配)5,,,0.233,,,6.15,,,,,,,,,
71534,汉,4995,1910,1495,2920,1640,1650,13,14,三厢车,平开门,(标配)4,(标配)5,,,0.233,,,6.15,,,,,,,,,
45619,汉,4995,1910,1495,2920,1640,1650,13,14,三厢车,平开门,(标配)4,(标配)5,50,,,,,6.15,,,,,,,,,
72514,汉,4995,1910,1495,2920,1640,1650,13,14,三厢车,平开门,(标配)4,(标配)5,50,,,,,6.15,,,,,,,,,
71705,汉,4995,1910,1495,2920,1640,1650,13,14,三厢车,平开门,(标配)4,(标配)5,50,,,,,6.15,,,,,,,,,
69817,汉,4995,1910,1495,2920,1640,1650,13,14,三厢车,平开门,(标配)4,(标配)5,50,,,,,6.15,,,,,,,,,
69816,汉,4995,1910,1495,2920,1640,1650,13,14,三厢车,平开门,(标配)4,(标配)5,50,,,,,6.15,,,,,,,,,
69814,汉,4995,1910,1495,2920,1640,1650,13,14,三厢车,平开门,(标配)4,(标配)5,50,,,,,6.15,,,,,,,,,
69815,汉,4995,1910,1495,2920,1640,1650,13,14,三厢车,平开门,(标配)4,(标配)5,50,,,,,6.15,,,,,,,,,
71704,汉,4995,1910,1495,2920,1640,1650,13,14,三厢车,平开门,(标配)4,(标配)5,50,,,,,6.15,,,,,,,,,
71533,汉,4995,1910,1495,2920,1640,1650,13,14,三厢车,平开门,(标配)4,(标配)5,50,,,,,6.15,,,,,,,,,
71535,汉,4995,1910,1495,2920,1640,1650,13,14,三厢车,平开门,(标配)4,(标配)5,50,,,,,6.15,,,,,,,,,
52453,汉,4995,1910,1495,2920,1640,1650,13,14,三厢车,平开门,(标配)4,(标配)5,50,,,,,6.15,,,,,,,,,
66774,汉,4995,1910,1495,2920,1640,1650,13,14,三厢车,平开门,(标配)4,(标配)5,,,0.233,,,6.15,,,,,,,,,
66909,汉,4995,1910,1495,2920,1640,1650,13,14,三厢车,平开门,(标配)4,(标配)5,,,0.233,,,6.15,,,,,,,,,
66905,汉,4975,1910,1495,2920,1640,1640,14,13,三厢车,平开门,(标配)4,(标配)5,50,,,,,6.15,,,,,,,,,
71623,汉,4975,1910,1495,2920,1640,1640,14,13,三厢车,平开门,(标配)4,(标配)5,50,,,,,6.15,,,,,,,,,
66903,汉,4975,1910,1495,2920,1640,1640,14,13,三厢车,平开门,(标配)4,(标配)5,50,,,,,6.15,,,,,,,,,
67270,汉,4975,1910,1495,2920,1640,1640,14,13,三厢车,平开门,(标配)4,(标配)5,50,,,,,6.15,,,,,,,,,
69143,汉,4975,1910,1495,2920,1640,1640,13,14,三厢车,平开门,(标配)4,(标配)5,50,,,,,6.15,,,,,,,,,
66773,汉,4975,1910,1495,2920,1640,1640,13,14,三厢车,平开门,(标配)4,(标配)5,50,,,,,6.15,,,,,,,,,
66902,汉,4975,1910,1495,2920,1640,1640,14,13,三厢车,平开门,(标配)4,(标配)5,50,,,,,6.15,,,,,,,,,
69802,汉,4995,1910,1495,2920,1640,1640,13,14,三厢车,平开门,(标配)4,(标配)5,,,0.233,,,6.15,,,,,,,,,
69142,汉,4995,1910,1495,2920,1640,1640,13,14,三厢车,平开门,(标配)4,(标配)5,,,0.233,,,6.15,,,,,,,,,
69144,汉,4995,1910,1495,2920,1640,1640,13,14,三厢车,平开门,(标配)4,(标配)5,,,0.233,,,6.15,,,,,,,,,
66753,汉,4995,1910,1495,2920,1640,1640,13,14,三厢车,平开门,(标配)4,(标配)5,,,0.233,,,6.15,,,,,,,,,
66907,汉,4980,1910,1495,2920,1640,1640,,,三厢车,,(标配)4,(标配)5,,,,,,,,,,,,,,,
66908,汉,4980,1910,1495,2920,1640,1640,,,三厢车,,(标配)4,(标配)5,,,,,,,,,,,,,,,
69209,宋PLUS新能源,4775,1890,1670,2765,1630,1630,19,21,SUV,平开门,(标配)5,(标配)5,60,574-1440,,,,5.55,,,,,,,,,
69254,宋PLUS新能源,4775,1890,1670,2765,1630,1630,19,21,SUV,平开门,(标配)5,(标配)5,60,574-1440,,,,5.55,,,,,,,,,
71524,宋PLUS新能源,4775,1890,1670,2765,1630,1630,19,21,SUV,平开门,(标配)5,(标配)5,60,574-1440,,,,5.55,,,,,,,,,
69253,宋PLUS新能源,4775,1890,1670,2765,1630,1630,19,21,SUV,平开门,(标配)5,(标配)5,60,574-1440,,,,5.55,,,,,,,,,
71657,宋PLUS新能源,4775,1890,1670,2765,1630,1630,19,21,SUV,平开门,(标配)5,(标配)5,60,574-1440,,,,5.55,,,,,,,,,
71656,宋PLUS新能源,4785,1890,1660,2765,1630,1630,19,22,SUV,平开门,(标配)5,(标配)5,,,,,,5.55,,,,,,,,,
69513,宋PLUS新能源,4785,1890,1660,2765,1630,1630,19,22,SUV,平开门,(标配)5,(标配)5,,,,,,5.55,,,,,,,,,
69210,宋PLUS新能源,4785,1890,1660,2765,1630,1630,19,22,SUV,平开门,(标配)5,(标配)5,,,,,,5.55,,,,,,,,,
69252,宋PLUS新能源,4775,1890,1670,2765,1630,1630,19,21,SUV,平开门,(标配)5,(标配)5,60,574-1440,,,,5.55,,,,,,,,,
71481,宋PLUS新能源,4775,1890,1670,2765,1630,1630,19,21,SUV,平开门,(标配)5,(标配)5,60,574-1440,,,,5.55,,,,,,,,,
71470,宋PLUS新能源,4775,1890,1670,2765,1630,1630,19,21,SUV,平开门,(标配)5,(标配)5,60,574-1440,,,,5.55,,,,,,,,,
71520,宋PLUS新能源,4775,1890,1670,2765,1630,1630,19,21,SUV,平开门,(标配)5,(标配)5,60,574-1440,,,,5.55,,,,,,,,,
69514,宋PLUS新能源,4775,1890,1670,2765,1630,1630,19,21,SUV,平开门,(标配)5,(标配)5,60,574-1440,,,,5.55,,,,,,,,,
72520,宋PLUS新能源,4785,1890,1660,2765,1630,1630,19,22,SUV,平开门,(标配)5,(标配)5,,,,,,5.55,,,,,,,,,
71525,宋PLUS新能源,4785,1890,1660,2765,1630,1630,19,22,SUV,平开门,(标配)5,(标配)5,,,,,,5.55,,,,,,,,,
69512,宋PLUS新能源,4785,1890,1660,2765,1630,1630,19,22,SUV,平开门,(标配)5,(标配)5,,,,,,5.55,,,,,,,,,
71480,宋PLUS新能源,4785,1890,1660,2765,1630,1630,19,22,SUV,平开门,(标配)5,(标配)5,,,,,,5.55,,,,,,,,,
72208,唐L,5040,1996,1760,2950,1716,1720,20,21,SUV,平开门,(标配)5,(标配)7,60,1960,,,,5.8,,,,,,,,,
72468,唐L,5040,1996,1760,2950,1716,1720,20,21,SUV,平开门,(标配)5,(标配)7,60,1960,,,,5.8,,,,,,,,,
71390,唐L,5040,1996,1970,2950,1716,1720,20,21,SUV,平开门,(标配)5,(标配)7,60,1960,,,,5.8,,,,,,,,,
71391,唐L,5040,1996,1760,2950,1716,1730,20,21,SUV,平开门,(标配)5,(标配)7,,1960,,,,5.8,,,,,,136,,,
71291,唐L,5040,1996,1760,2950,1716,1730,20,21,SUV,平开门,(标配)5,(标配)7,,1960,,,,5.8,,,,,,136,,,
71389,唐L,5040,1996,1760,2950,1716,1730,20,21,SUV,平开门,(标配)5,(标配)7,,1960,,,,5.8,,,,,,136,,,
70346,夏,5145,1970,1805,3045,1676,1683,14,16,MPV,平开门+侧滑门,(标配)5,(标配)7,50,470-2036,,140,,5.7,,,,,,,,,
72517,夏,5145,1970,1805,3045,1676,1683,14,16,MPV,平开门+侧滑门,(标配)5,(标配)7,50,470-2036,,140,,5.7,,,,,,,,,
71228,夏,5145,1970,1805,3045,1676,1683,14,16,MPV,平开门+侧滑门,(标配)5,(标配)7,50,470-2036,,140,,5.7,,,,,,,,,
69726,夏,5145,1970,1805,3045,1676,1683,14,16,MPV,平开门+侧滑门,(标配)5,(标配)7,50,470-2036,,140,,5.7,,,,,,,,,
71227,夏,5145,1970,1805,3045,1676,1683,14,16,MPV,平开门+侧滑门,(标配)5,(标配)7,50,470-2036,,140,,5.7,,,,,,,,,
71489,海豹06新能源,4830,1875,1495,2790,1620,1620,13,14,三厢车,平开门,(标配)4,(标配)5,65,,0.255,,,5.5,,,,,,,,,
66640,海豹06新能源,4830,1875,1495,2790,1620,1620,13,14,三厢车,平开门,(标配)4,(标配)5,65,,0.255,,,5.5,,,,,,,,,
66680,海豹06新能源,4830,1875,1495,2790,1620,1620,13,14,三厢车,平开门,(标配)4,(标配)5,65,,0.255,,,5.5,,,,,,,,,
68514,海豹06新能源,4830,1875,1495,2790,1620,1620,13,14,三厢车,平开门,(标配)4,(标配)5,65,,0.255,,,5.5,,,,,,,,,
71468,海豹06新能源,4830,1875,1495,2790,1620,1620,13,14,三厢车,平开门,(标配)4,(标配)5,65,,0.255,,,5.5,,,,,,,,,
71469,海豹06新能源,4830,1875,1495,2790,1620,1620,13,14,三厢车,平开门,(标配)4,(标配)5,65,,0.255,,,5.5,,,,,,,,,
71467,海豹06新能源,4830,1875,1495,2790,1620,1620,13,14,三厢车,平开门,(标配)4,(标配)5,65,,0.255,,,5.5,,,,,,,,,
68516,海豹06新能源,4830,1875,1495,2790,1620,1620,13,14,三厢车,平开门,(标配)4,(标配)5,65,,0.255,,,5.5,,,,,,,,,
71675,海豹06新能源,4830,1875,1495,2790,1620,1620,13,14,三厢车,平开门,(标配)4,(标配)5,65,,0.255,,,5.5,,,,,,,,,
68515,海豹06新能源,4830,1875,1495,2790,1620,1620,13,14,三厢车,平开门,(标配)4,(标配)5,65,,0.255,,,5.5,,,,,,,,,
71700,唐新能源,4870,1950,1725,2820,1650,1660,22,22,SUV,平开门,(标配)5,(标配)7,53,235-1655,,,,5.9,,,,,,,,,
67875,唐新能源,4870,1950,1725,2820,1650,1660,22,22,SUV,平开门,(标配)5,(标配)7,53,235-1655,,,,5.9,,,,,,,,,
67874,唐新能源,4870,1950,1725,2820,1650,1660,22,22,SUV,平开门,(标配)5,(标配)7,53,235-1655,,,,5.9,,,,,,,,,
67879,唐新能源,4870,1950,1725,2820,1650,1660,22,22,SUV,平开门,(标配)5,(标配)7,53,235-1655,,,,5.9,,,,,,,,,
71699,唐新能源,4870,1950,1725,2820,1650,1630,22,22,SUV,平开门,(标配)5,(标配)7,53,235-1655,,,,5.9,,,,,,,,,
67877,唐新能源,4870,1950,1725,2820,1650,1630,22,22,SUV,平开门,(标配)5,(标配)7,53,235-1655,,,,5.9,,,,,,,,,
66835,唐新能源,4870,1950,1725,2820,1650,1630,22,22,SUV,平开门,(标配)5,(标配)7,53,235-1655,,,,5.9,,,,,,,,,
67878,唐新能源,4870,1950,1725,2820,1650,1630,22,22,SUV,平开门,(标配)5,(标配)7,53,235-1655,,,,5.9,,,,,,,,,
66858,唐新能源,4900,1950,1725,2820,1650,1630,20,21,SUV,平开门,(标配)5,"(标配)7,(选配)6",,,,,,5.9,,,,,,,,,
70476,唐新能源,4900,1950,1725,2820,1650,1630,20,21,SUV,平开门,(标配)5,"(标配)7,(选配)6",,,,,,5.9,,,,,,,,,
66857,唐新能源,4900,1950,1725,2820,1650,1630,20,21,SUV,平开门,(标配)5,(标配)6,,,,,,5.9,,,,,,,,,
71701,唐新能源,4870,1950,1725,2820,1650,1630,22,25,SUV,平开门,(标配)5,(标配)7,53,235-1655,,,,5.9,,,,,,,,,
67876,唐新能源,4870,1950,1725,2820,1650,1630,22,25,SUV,平开门,(标配)5,"(标配)7,(选配)6",53,235-1655,,,,5.9,,,,,,,,,
70475,唐新能源,4870,1950,1725,2820,1650,1630,22,25,SUV,平开门,(标配)5,(标配)7,53,235-1655,,,,5.9,,,,,,,,,
71702,唐新能源,4870,1950,1725,2820,1650,1630,22,22,SUV,平开门,(标配)5,(标配)7,53,235-1655,,,,5.9,,,,,,,,,
70416,唐新能源,4870,1950,1725,2820,1650,1630,22,22,SUV,平开门,(标配)5,(标配)7,53,235-1655,,,,5.9,,,,,,,,,
70454,唐新能源,4870,1950,1725,2820,1650,1630,22,22,SUV,平开门,(标配)5,(标配)7,53,235-1655,,,,5.9,,,,,,,,,
66775,唐新能源,4870,1950,1725,2820,1650,1630,22,22,SUV,平开门,(标配)5,(标配)7,53,235-1655,,,,5.9,,,,,,,,,
71682,宋Pro新能源,4735,1860,1710,2712,1565,1565,18,22,SUV,平开门,(标配)5,(标配)5,52,407-1430,,,,5.8,,,,,,,,,
70059,宋Pro新能源,4735,1860,1710,2712,1565,1565,18,22,SUV,平开门,(标配)5,(标配)5,52,407-1430,,,,5.8,,,,,,,,,
69112,宋Pro新能源,4735,1860,1710,2712,1565,1565,18,22,SUV,平开门,(标配)5,(标配)5,52,407-1430,,,,5.8,,,,,,,,,
71681,宋Pro新能源,4735,1860,1710,2712,1565,1565,18,22,SUV,平开门,(标配)5,(标配)5,52,407-1430,,,,5.8,,,,,,,,,
66963,宋Pro新能源,4735,1860,1710,2712,1565,1565,18,22,SUV,平开门,(标配)5,(标配)5,52,407-1430,,,,5.8,,,,,,,,,
69113,宋Pro新能源,4735,1860,1710,2712,1565,1565,18,22,SUV,平开门,(标配)5,(标配)5,52,407-1430,,,,5.8,,,,,,,,,
71627,宋Pro新能源,4735,1860,1710,2712,1565,1565,18,22,SUV,平开门,(标配)5,(标配)5,52,407-1430,,,,5.8,,,,,,,,,
66965,宋Pro新能源,4735,1860,1710,2712,1565,1565,18,22,SUV,平开门,(标配)5,(标配)5,52,407-1430,,,,5.8,,,,,,,,,
71680,宋Pro新能源,4738,1860,1710,2712,1565,1565,18,22,SUV,平开门,(标配)5,(标配)5,52,,,,,5.8,,,,,,,,,
66964,宋Pro新能源,4738,1860,1710,2712,1565,1565,18,22,SUV,平开门,(标配)5,(标配)5,52,,,,,5.8,,,,,,,,,
66966,宋Pro新能源,4738,1860,1710,2712,1565,1565,18,22,SUV,平开门,(标配)5,(标配)5,52,,,,,5.8,,,,,,,,,
70060,宋Pro新能源,4738,1860,1710,2712,1565,1565,18,22,SUV,平开门,(标配)5,(标配)5,52,,,,,5.8,,,,,,,,,
66951,宋Pro新能源,4738,1860,1710,2712,1565,1565,18,22,SUV,平开门,(标配)5,(标配)5,52,,,,,5.8,,,,,,,,,
72031,元PLUS,4455,1875,1615,2720,1575,1580,19,24,SUV,平开门,(标配)5,(标配)5,,,,,,,,,,,,,,,
71852,元PLUS,4455,1875,1615,2720,1575,1580,19,24,SUV,平开门,(标配)5,(标配)5,,,,,,,,,,,,,,,
71817,元PLUS,4455,1875,1615,2720,1575,1580,19,24,SUV,平开门,(标配)5,(标配)5,,,,,,,,,,,,,,,
66988,元PLUS,4455,1875,1615,2720,1575,1580,19,24,SUV,平开门,(标配)5,(标配)5,,,,,,,,,,,,,,,
71427,元PLUS,4455,1875,1615,2720,1575,1580,19,24,SUV,平开门,(标配)5,(标配)5,,,,,,,,,,,,,,,
71918,元PLUS,4455,1875,1615,2720,1575,1580,19,24,SUV,平开门,(标配)5,(标配)5,,,,,,,,,,,,,,,
66991,元PLUS,4455,1875,1615,2720,1575,1580,19,24,SUV,平开门,(标配)5,(标配)5,,,,,,,,,,,,,,,
66992,元PLUS,4455,1875,1615,2720,1575,1580,19,24,SUV,平开门,(标配)5,(标配)5,,,,,,,,,,,,,,,
66990,元PLUS,4455,1875,1615,2720,1575,1580,19,24,SUV,平开门,(标配)5,(标配)5,,,,,,,,,,,,,,,
66989,元PLUS,4455,1875,1615,2720,1575,1580,19,24,SUV,平开门,(标配)5,(标配)5,,,,,,,,,,,,,,,
71603,宋L DM-i,4780,1898,1670,2782,1637,1641,18,22,SUV,平开门,(标配)5,(标配)5,60,459-1550,,,,5.42,,,,,,,,,
71502,宋L DM-i,4780,1898,1670,2782,1637,1641,18,22,SUV,平开门,(标配)5,(标配)5,60,459-1550,,,,5.42,,,,,,,,,
69065,宋L DM-i,4780,1898,1670,2782,1637,1641,18,22,SUV,平开门,(标配)5,(标配)5,60,459-1550,,,,5.42,,,,,,,,,
68737,宋L DM-i,4780,1898,1670,2782,1637,1641,18,22,SUV,平开门,(标配)5,(标配)5,60,459-1550,,,,5.42,,,,,,,,,
69066,宋L DM-i,4780,1898,1670,2782,1637,1641,18,22,SUV,平开门,(标配)5,(标配)5,60,459-1550,,,,5.42,,,,,,,,,
69265,宋L DM-i,4780,1898,1670,2782,1637,1641,18,22,SUV,平开门,(标配)5,(标配)5,60,459-1550,,,,5.4,,,,,,,,,
71473,宋L DM-i,4780,1898,1670,2782,1637,1641,18,22,SUV,平开门,(标配)5,(标配)5,60,459-1550,,,,5.4,,,,,,,,,
71628,宋L DM-i,4780,1898,1670,2782,1637,1641,18,22,SUV,平开门,(标配)5,(标配)5,60,459-1550,,,,5.4,,,,,,,,,
69067,宋L DM-i,4780,1898,1670,2782,1637,1641,18,22,SUV,平开门,(标配)5,(标配)5,60,459-1550,,,,5.4,,,,,,,,,
71676,宋L DM-i,4780,1898,1670,2782,1637,1641,18,22,SUV,平开门,(标配)5,(标配)5,60,459-1550,,,,5.4,,,,,,,,,
71072,海狮05 EV,4520,1860,1630,2720,1565,1565,20,25,SUV,平开门,(标配)5,(标配)5,,600,0.280,,,4.65,,,,,,110,,,
71057,海狮05 EV,4520,1860,1630,2720,1565,1565,20,25,SUV,平开门,(标配)5,(标配)5,,600,0.280,,,4.65,,,,,,110,,,
72236,海狮05 EV,4520,1860,1630,2720,1565,1565,20,25,SUV,平开门,(标配)5,(标配)5,,600,0.280,,,4.65,,,,,,110,,,
69005,海豚,4125,1770,1570,2700,1530,1530,17,23,两厢车,平开门,(标配)5,(标配)5,,345-1310,,,,5.25,,,,,,,,,
69004,海豚,4125,1770,1570,2700,1530,1530,17,23,两厢车,平开门,(标配)5,(标配)5,,345-1310,,,,5.25,,,,,,,,,
69006,海豚,4125,1770,1570,2700,1530,1530,17,23,两厢车,平开门,(标配)5,(标配)5,,345-1310,,,,5.25,,,,,,,,,
71049,海豚,4150,1770,1570,2700,1530,1530,17,21,两厢车,平开门,(标配)5,(标配)5,,345-1310,,,,5.25,,,,,,,,,
66316,海豚,4280,1770,1570,2700,1530,1530,15,23,两厢车,平开门,(标配)5,(标配)5,,345-1310,,,,5.35,,,,,,,,,
71050,海豚,4280,1770,1570,2700,1530,1530,15,23,两厢车,平开门,(标配)5,(标配)5,,345-1310,,,,5.35,,,,,,,,,
71048,海豚,4280,1770,1570,2700,1530,1530,15,21,两厢车,平开门,(标配)5,(标配)5,,345-1310,,,,5.35,,,,,,,,,
66930,海豹,4800,1875,1460,2920,1620,1625,13,14,三厢车,平开门,(标配)4,(标配)5,,,0.219,,,5.7,,,,,,,,,
69345,海豹,4800,1875,1460,2920,1620,1625,13,14,三厢车,平开门,(标配)4,(标配)5,,,0.219,,,5.7,,,,,,,,,
71665,海豹,4800,1875,1460,2920,1620,1625,13,14,三厢车,平开门,(标配)4,(标配)5,,,0.219,,,5.7,,,,,,,,,
71664,海豹,4800,1875,1460,2920,1620,1625,13,14,三厢车,平开门,(标配)4,(标配)5,,,0.219,,,5.7,,,,,,,,,
71666,海豹,4800,1875,1460,2920,1620,1625,13,14,三厢车,平开门,(标配)4,(标配)5,,,0.219,,,5.7,,,,,,,,,
67384,海豹,4800,1875,1460,2920,1620,1625,13,14,三厢车,平开门,(标配)4,(标配)5,,,0.219,,,5.7,,,,,,,,,
66926,海豹,4800,1875,1460,2920,1620,1625,13,14,三厢车,平开门,(标配)4,(标配)5,,,0.219,,,5.7,,,,,,,,,
69394,海豹,4800,1875,1460,2920,1620,1625,13,14,三厢车,平开门,(标配)4,(标配)5,,,0.219,,,5.7,,,,,,,,,
66927,海豹,4980,1890,1495,2900,1640,1650,13,15,三厢车,平开门,(标配)4,(标配)5,50,,,,,5.6,,,,,,,,,
67382,海豹,4980,1890,1495,2900,1640,1650,13,15,三厢车,平开门,(标配)4,(标配)5,50,,,,,5.6,,,,,,,,,
69392,海豹,4980,1890,1495,2900,1640,1650,13,15,三厢车,平开门,(标配)4,(标配)5,50,,,,,5.6,,,,,,,,,
71663,海豹,4980,1890,1495,2900,1640,1650,13,15,三厢车,平开门,(标配)4,(标配)5,50,,,,,5.6,,,,,,,,,
67383,海豹,4980,1890,1495,2900,1640,1650,13,15,三厢车,平开门,(标配)4,(标配)5,50,,,,,5.6,,,,,,,,,
67381,海豹,4980,1890,1495,2900,1640,1650,13,15,三厢车,平开门,(标配)4,(标配)5,45,,,,,5.6,,,,,,,,,
66928,海豹,4800,1875,1460,2920,1620,1625,13,14,三厢车,平开门,(标配)4,(标配)5,,,0.219,,,5.7,,,,,,,,,
66925,海豹,4800,1875,1460,2920,1620,1625,13,14,三厢车,平开门,(标配)4,(标配)5,,,0.219,,,5.7,,,,,,,,,
66929,海豹,4800,1875,1460,2920,1620,1625,13,14,三厢车,平开门,(标配)4,(标配)5,,,0.219,,,5.7,,,,,,,,,
67380,海豹,4800,1875,1460,2920,1620,1625,13,14,三厢车,平开门,(标配)4,(标配)5,,,0.219,,,5.7,,,,,,,,,
69393,海豹,4800,1875,1460,2920,1620,1625,13,14,三厢车,平开门,(标配)4,(标配)5,,,0.219,,,5.7,,,,,,,,,
70392,海豹06GT,4630,1880,1490,2820,1625,1630,13,16,两厢车,平开门,(标配)5,(标配)5,,1058,,,,5.6,,,,,,45,,,
71667,海豹06GT,4630,1880,1490,2820,1625,1630,13,16,两厢车,平开门,(标配)5,(标配)5,,1058,,,,5.6,,,,,,45,,,
71668,海豹06GT,4630,1880,1490,2820,1625,1630,13,16,两厢车,平开门,(标配)5,(标配)5,,1058,,,,5.6,,,,,,45,,,
68312,海豹06GT,4630,1880,1490,2820,1625,1630,13,16,两厢车,平开门,(标配)5,(标配)5,,1058,,,,5.6,,,,,,45,,,
68311,海豹06GT,4630,1880,1490,2820,1625,1630,13,16,两厢车,平开门,(标配)5,(标配)5,,1058,,,,5.6,,,,,,45,,,
68266,海豹06GT,4630,1880,1490,2820,1625,1630,13,16,两厢车,平开门,(标配)5,(标配)5,,1058,,,,5.6,,,,,,45,,,
71670,海豹06GT,4630,1880,1490,2820,1625,1630,13,16,两厢车,平开门,(标配)5,(标配)5,,1058,,,,5.6,,,,,,45,,,
71669,海豹06GT,4630,1880,1490,2820,1625,1630,13,16,两厢车,平开门,(标配)5,(标配)5,,1058,,,,5.6,,,,,,45,,,
71684,元UP,4310,1830,1675,2620,1570,1570,18,23,SUV,平开门,(标配)5,(标配)5,,1320,,,,5.25,,,,,,,,,
66139,元UP,4310,1830,1675,2620,1570,1570,18,23,SUV,平开门,(标配)5,(标配)5,,1320,,,,5.25,,,,,,,,,
69175,元UP,4310,1830,1675,2620,1570,1570,18,23,SUV,平开门,(标配)5,(标配)5,,1320,,,,5.25,,,,,,,,,
67007,元UP,4310,1830,1675,2620,1570,1570,18,23,SUV,平开门,(标配)5,(标配)5,,1320,,,,5.25,,,,,,,,,
66138,元UP,4310,1830,1675,2620,1570,1570,18,23,SUV,平开门,(标配)5,(标配)5,,1320,,,,5.25,,,,,,,,,
71256,元UP,4310,1830,1675,2620,1570,1570,18,23,SUV,平开门,(标配)5,(标配)5,,1320,,,,5.25,,,,,,,,,
71683,元UP,4310,1830,1675,2620,1570,1570,18,23,SUV,平开门,(标配)5,(标配)5,,1320,,,,5.25,,,,,,,,,
71536,宋L EV,4840,1950,1560,2930,1669,1682,16,19,SUV,平开门,(标配)5,(标配)5,,410-1053,,,,5.7,,,,,,48,,,
68095,宋L EV,4840,1950,1560,2930,1669,1682,16,19,SUV,平开门,(标配)5,(标配)5,,410-1053,,,,5.7,,,,,,48,,,
71508,宋L EV,4840,1950,1560,2930,1669,1682,16,19,SUV,平开门,(标配)5,(标配)5,,410-1053,,,,5.7,,,,,,48,,,
69743,宋L EV,4840,1950,1560,2930,1669,1682,16,19,SUV,平开门,(标配)5,(标配)5,,410-1053,,,,5.7,,,,,,48,,,
71503,宋L EV,4840,1950,1560,2930,1669,1682,16,19,SUV,平开门,(标配)5,(标配)5,,410-1053,,,,5.7,,,,,,48,,,
69744,宋L EV,4840,1950,1560,2930,1669,1682,16,19,SUV,平开门,(标配)5,(标配)5,,410-1053,,,,5.7,,,,,,48,,,
69742,宋L EV,4840,1950,1560,2930,1669,1682,16,19,SUV,平开门,(标配)5,(标配)5,,410-1053,,,,5.7,,,,,,48,,,
71679,宋L EV,4840,1950,1560,2930,1669,1682,16,19,SUV,平开门,(标配)5,(标配)5,,410-1053,,,,5.7,,,,,,48,,,
66740,驱逐舰05,4780,1837,1495,2718,1580,1590,13,14,三厢车,平开门,(标配)4,(标配)5,48,,,,,5.5,,,,,,,,,
69284,驱逐舰05,4780,1837,1495,2718,1580,1590,13,14,三厢车,平开门,(标配)4,(标配)5,48,,,,,5.5,,,,,,,,,
66739,驱逐舰05,4780,1837,1495,2718,1580,1590,13,14,三厢车,平开门,(标配)4,(标配)5,48,,,,,5.5,,,,,,,,,
69283,驱逐舰05,4780,1837,1495,2718,1580,1590,13,14,三厢车,平开门,(标配)4,(标配)5,48,,,,,5.5,,,,,,,,,
66738,驱逐舰05,4780,1837,1495,2718,1580,1590,13,14,三厢车,平开门,(标配)4,(标配)5,48,,,,,5.5,,,,,,,,,
66741,驱逐舰05,4780,1837,1495,2718,1580,1590,13,14,三厢车,平开门,(标配)4,(标配)5,48,,,,,5.5,,,,,,,,,
66734,驱逐舰05,4780,1837,1495,2718,1580,1590,13,14,三厢车,平开门,(标配)4,(标配)5,48,,,,,5.5,,,,,,,,,
66742,驱逐舰05,4780,1837,1495,2718,1580,1590,13,14,三厢车,平开门,(标配)4,(标配)5,48,,,,,5.5,,,,,,,,,
71052,海豹05 DM-i,4780,1837,1515,2718,1580,1590,13,16,三厢车,平开门,(标配)4,(标配)5,65,,,,,5.5,,,,,,,,,
71313,海豹05 DM-i,4780,1837,1515,2718,1580,1590,13,16,三厢车,平开门,(标配)4,(标配)5,65,,,,,5.5,,,,,,,,,
71314,海豹05 DM-i,4780,1837,1515,2718,1580,1590,13,16,三厢车,平开门,(标配)4,(标配)5,65,,,,,5.5,,,,,,,,,
71695,海狮07 EV,4830,1925,1620,2930,1660,1660,16,19,SUV,平开门,(标配)5,(标配)5,,500,,,,5.85,,,,,,58,,,
71693,海狮07 EV,4830,1925,1620,2930,1660,1660,16,19,SUV,平开门,(标配)5,(标配)5,,500,,,,5.85,,,,,,58,,,
68250,海狮07 EV,4830,1925,1620,2930,1660,1660,16,19,SUV,平开门,(标配)5,(标配)5,,500,,,,5.85,,,,,,58,,,
66476,海狮07 EV,4830,1925,1620,2930,1660,1660,16,19,SUV,平开门,(标配)5,(标配)5,,500,,,,5.85,,,,,,58,,,
