CAR_ID,品牌系列,前/后驻车雷达,驾驶辅助影像,前方感知摄像头,摄像头数量,车内摄像头数量,超声波雷达数量,透明底盘/540度影像,毫米波雷达数量,前方感知摄像头像素,辅助驾驶芯片,芯片总算力,激光雷达数量,前方最大探测距离,激光雷达品牌,激光雷达线数,激光雷达10%反射率探测距离,环视摄像头像素,环境感知摄像头像素,激光雷达型号,激光雷达点云数量
63093,途铠,前- / 后(标配),(标配)倒车影像,,,,,,,,,,,,,,,,,,
50920,Arteon,前(标配) / 后(标配),(标配)360度全景影像,,,,,,,,,,,,,,,,,,
65987,大众ID.7 VIZZION,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,(标配)2个,,,,,,,,,,,,
62442,大众ID.7 VIZZION,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,(标配)2个,,,,,,,,,,,,
62621,大众ID.7 VIZZION,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,(标配)2个,,,,,,,,,,,,
66190,大众ID.7 VIZZION,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,(标配)2个,,,,,,,,,,,,
50921,蔚揽,前(标配) / 后(标配),(标配)倒车影像,,,,,,,,,,,,,,,,,,
50780,蔚揽,前(标配) / 后(标配),(标配)倒车影像,,,,,,,,,,,,,,,,,,
50922,蔚揽,前(标配) / 后(标配),(标配)360度全景影像,,,,,,,,,,,,,,,,,,
67824,ID.6 CROZZ,前(标配) / 后(标配),(标配)倒车影像,(标配)单目,(标配)2个,,(标配)8个,,(标配)1个,,,,,,,,,,,,
67826,ID.6 CROZZ,前(标配) / 后(标配),(标配)倒车影像,(标配)单目,(标配)2个,,(标配)8个,,(标配)1个,,,,,,,,,,,,
67825,ID.6 CROZZ,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,(标配)3个,,,,,,,,,,,,
64678,ID.6 CROZZ,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,(标配)3个,,,,,,,,,,,,
62714,ID.6 X,前(标配) / 后(标配),(标配)倒车影像,(标配)单目,,,,,,,,,,,,,,,,,
62716,ID.6 X,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,,,,,,,,,,,,,,,,,
62715,ID.6 X,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,,,,,,,,,,,,,,,,,
69354,途观X,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,,,,,,,,,,,,,
70633,ID.UNYX 与众,前(标配) / 后(标配),(标配)倒车影像,(标配)单目,(标配)2个,(标配)1个,(标配)12个,,(标配)3个,,,,,,,,,,,,
69174,ID.UNYX 与众,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,(标配)1个,(标配)12个,,(标配)3个,,,,,,,,,,,,
69173,ID.UNYX 与众,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,(标配)1个,(标配)12个,,(标配)3个,,,,,,,,,,,,
67640,探岳X,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",,,,,,,,,,,,,,,,,,
62195,探岳X,前(标配) / 后(标配),(标配)360度全景影像,,,,,,,,,,,,,,,,,,
58500,探岳X,前(标配) / 后(标配),(标配)360度全景影像,,,,,,,,,,,,,,,,,,
59533,帕萨特新能源,前(标配) / 后(标配),(标配)倒车影像,,,,,,,,,,,,,,,,,,
59532,帕萨特新能源,前(标配) / 后(标配),(标配)倒车影像,(标配)单目,,,,,,,,,,,,,,,,,
54800,迈腾GTE插电混动,前(标配) / 后(标配),(标配)倒车影像,,(标配)1个,,(标配)8个,,(选配)1个,,,,,,,,,,,,
54801,迈腾GTE插电混动,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)4个,,(标配)8个,,(标配)1个,,,,,,,,,,,,
59087,途观L新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,,,,,,,,,,,,,,,,,
59086,途观L新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,,,,,,,,,,,,,,,,,
55512,途锐新能源,前(标配) / 后(标配),(标配)倒车影像,(标配)单目,,,,,,,,,,,,,,,,,
66573,探岳GTE插电混动,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",(标配)单目,,,,,,,,,,,,,,,,,
71531,奥迪A6L,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",(标配)单目,"(标配)2个,(选配)5个",,(标配)8个,,"(标配)1个,(选配)3个",,,,,,,,,,,,
71530,奥迪A6L,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,"(标配)1个,(选配)3个",,,,,,,,,,,,
72049,奥迪A6L,前(标配) / 后(标配),(标配)倒车影像,(标配)单目,(标配)2个,,(标配)12个,,"(标配)1个,(选配)3个",,,,,,,,,,,,
71526,奥迪A6L,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,"(标配)1个,(选配)3个",,,,,,,,,,,,
71527,奥迪A6L,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,"(标配)1个,(选配)3个",,,,,,,,,,,,
71995,奥迪A6L,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,"(标配)1个,(选配)3个",,,,,,,,,,,,
71528,奥迪A6L,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,(标配)3个,,,,,,,,,,,,
65347,奥迪Q5L,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",(标配)单目,"(标配)2个,(选配)5个",,"(标配)8个,(选配)12个",,"(标配)1个,(选配)3个",,,,,,,,,,,,
68853,奥迪Q5L,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",(标配)单目,"(标配)2个,(选配)5个",,"(标配)8个,(选配)12个",,"(标配)1个,(选配)3个",,,,,,,,,,,,
68852,奥迪Q5L,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",(标配)单目,"(标配)2个,(选配)5个",,"(标配)8个,(选配)12个",,"(标配)1个,(选配)3个",,,,,,,,,,,,
68851,奥迪Q5L,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",(标配)单目,"(标配)2个,(选配)5个",,"(标配)8个,(选配)12个",,"(标配)1个,(选配)3个",,,,,,,,,,,,
65348,奥迪Q5L,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,"(标配)1个,(选配)3个",,,,,,,,,,,,
65351,奥迪Q5L,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,(标配)3个,,,,,,,,,,,,
71980,奥迪Q5L,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,"(标配)1个,(选配)3个",,,,,,,,,,,,
71981,奥迪Q5L,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,(标配)3个,,,,,,,,,,,,
71982,奥迪Q5L,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",,,,,,,,,,,,,,,,,,
71979,奥迪Q5L,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",,,,,,,,,,,,,,,,,,
68854,奥迪Q5L,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",,,,,,,,,,,,,,,,,,
65349,奥迪Q5L,前(标配) / 后(标配),(标配)360度全景影像,,,,,,,,,,,,,,,,,,
65350,奥迪Q5L,前(标配) / 后(标配),(标配)360度全景影像,,,,,,,,,,,,,,,,,,
65000,奥迪A4L,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",(选配)单目,"(标配)1个,(选配)5个",,(标配)8个,,,,,,,,,,,,,,
69124,奥迪A4L,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",(选配)单目,"(标配)1个,(选配)5个",,(标配)8个,,,,,,,,,,,,,,
65293,奥迪A4L,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)8个,,,,,,,,,,,,,,
65296,奥迪A4L,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,,,,,,,,,,,,,
69123,奥迪A4L,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",(选配)单目,"(标配)1个,(选配)5个",,(标配)8个,,,,,,,,,,,,,,
65295,奥迪A4L,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",(选配)单目,"(标配)1个,(选配)5个",,(标配)8个,,,,,,,,,,,,,,
69122,奥迪A4L,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)8个,,,,,,,,,,,,,,
65294,奥迪A4L,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",(标配)单目,"(标配)2个,(选配)5个",,(标配)8个,,,,,,,,,,,,,,
69125,奥迪A4L,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,,,,,,,,,,,,,
70481,奥迪Q7,前(标配) / 后(标配),(标配)倒车影像,(标配)单目,(标配)2个,,"(标配)8个,(选配)12个",,(标配)3个,,,,(标配)1个,,(标配)Valeo法雷奥,(标配)4线,(标配)150米,,,,
68679,奥迪Q7,前(标配) / 后(标配),(标配)倒车影像,(标配)单目,(标配)2个,,(标配)8个,,(标配)3个,,,,(标配)1个,,(标配)Valeo法雷奥,(标配)4线,(标配)150米,,,,
68681,奥迪Q7,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,(标配)3个,,,,(标配)1个,,(标配)Valeo法雷奥,(标配)4线,(标配)150米,,,,
68682,奥迪Q7,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,(标配)3个,,,,(标配)1个,,(标配)Valeo法雷奥,(标配)4线,(标配)150米,,,,
68680,奥迪Q7,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,(标配)3个,,,,(标配)1个,,(标配)Valeo法雷奥,(标配)4线,(标配)150米,,,,
70931,奥迪Q7,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",(标配)单目,"(标配)2个,(选配)5个",,"(标配)8个,(选配)12个",,"(标配)1个,(选配)3个",,,,(选配)1个,,(选配)Valeo法雷奥,(选配)4线,(选配)150米,,,,
70483,奥迪Q7,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,"(标配)1个,(选配)3个",,,,(选配)1个,,(选配)Valeo法雷奥,(选配)4线,(选配)150米,,,,
70480,奥迪Q7,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,(标配)3个,,,,(标配)1个,,(标配)Valeo法雷奥,(标配)4线,(标配)150米,,,,
70482,奥迪Q7,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,(标配)3个,,,,(标配)1个,,(标配)Valeo法雷奥,(标配)4线,(标配)150米,,,,
68726,奥迪A3,前(选配) / 后(标配),(选配)倒车影像,(标配)单目,"(标配)1个,(选配)2个",,"(标配)4个,(选配)12个",,,,,,,,,,,,,,
70232,奥迪A3,前(标配) / 后(标配),(标配)倒车影像,(标配)单目,(标配)2个,,"(标配)8个,(选配)12个",,,,,,,,,,,,,,
64853,奥迪A3,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",(标配)单目,"(标配)2个,(选配)5个",,(标配)12个,,,,,,,,,,,,,,
64858,奥迪A3,前(选配) / 后(标配),(选配)倒车影像,(标配)单目,"(标配)1个,(选配)2个",,"(标配)4个,(选配)12个",,,,,,,,,,,,,,
69761,奥迪A3,前(标配) / 后(标配),(标配)倒车影像,(标配)单目,(标配)2个,,"(标配)8个,(选配)12个",,,,,,,,,,,,,,
64854,奥迪A3,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",(标配)单目,"(标配)2个,(选配)5个",,(标配)12个,,,,,,,,,,,,,,
64856,奥迪A3,前(选配) / 后(标配),(选配)倒车影像,,(选配)1个,,"(标配)4个,(选配)8个",,,,,,,,,,,,,,
64859,奥迪A3,前(选配) / 后(标配),(选配)倒车影像,,(选配)1个,,"(标配)4个,(选配)8个",,,,,,,,,,,,,,
69763,奥迪A3,前(标配) / 后(标配),(标配)倒车影像,(标配)单目,(标配)2个,,(标配)8个,,,,,,,,,,,,,,
64857,奥迪A3,前(标配) / 后(标配),(标配)倒车影像,(标配)单目,(标配)2个,,(标配)8个,,,,,,,,,,,,,,
64861,奥迪A3,前(标配) / 后(标配),(标配)倒车影像,(标配)单目,(标配)2个,,(标配)8个,,,,,,,,,,,,,,
70233,奥迪A3,前(标配) / 后(标配),(标配)倒车影像,(标配)单目,(标配)2个,,(标配)8个,,,,,,,,,,,,,,
64864,奥迪A3,前(标配) / 后(标配),(标配)倒车影像,(标配)单目,(标配)2个,,(标配)8个,,,,,,,,,,,,,,
64863,奥迪A3,前(选配) / 后(标配),(选配)倒车影像,,(选配)1个,,"(标配)4个,(选配)8个",,,,,,,,,,,,,,
64862,奥迪A3,前(选配) / 后(标配),(选配)倒车影像,,(选配)1个,,"(标配)4个,(选配)8个",,,,,,,,,,,,,,
64855,奥迪A3,前(标配) / 后(标配),(标配)倒车影像,(标配)单目,(标配)2个,,(标配)8个,,,,,,,,,,,,,,
69762,奥迪A3,前(标配) / 后(标配),(标配)倒车影像,(标配)单目,(标配)2个,,(标配)8个,,,,,,,,,,,,,,
64860,奥迪A3,前(标配) / 后(标配),(标配)倒车影像,(标配)单目,(标配)2个,,(标配)8个,,,,,,,,,,,,,,
64865,奥迪A3,前(标配) / 后(标配),(标配)倒车影像,(标配)单目,(标配)2个,,(标配)8个,,,,,,,,,,,,,,
64866,奥迪A3,前(标配) / 后(标配),(标配)倒车影像,(标配)单目,(标配)2个,,(标配)8个,,,,,,,,,,,,,,
66886,奥迪A7L,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,,,,,,,,,,,,,
66755,奥迪A7L,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,,,,,,,,,,,,,
66790,奥迪A7L,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,,,,,(标配)1个,,,,,,,,
66891,奥迪A7L,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,,,,,(标配)1个,,,,,,,,
66890,奥迪A7L,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",(标配)单目,"(标配)2个,(选配)5个",,(标配)12个,,,,,,,,,,,,,,
66887,奥迪A7L,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,,,,,,,,,,,,,
66889,奥迪A7L,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,,,,,,,,,,,,,
65482,奥迪A8,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",(标配)单目,"(标配)2个,(选配)5个",,"(标配)8个,(选配)12个",,,,,,(选配)1个,,,,,,,,
64041,奥迪A8,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,,,,,(选配)1个,,,,,,,,
70490,奥迪A8,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,,,,,(标配)1个,,,,,,,,
64046,奥迪A8,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,,,,,(标配)1个,,,,,,,,
70485,奥迪A8,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,,,,,(标配)1个,,,,,,,,
64045,奥迪A8,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",(选配)单目,"(标配)1个,(选配)5个",,(标配)12个,,,,,,,,,,,,,,
67356,奥迪A8,前(标配) / 后(标配),(标配)360度全景影像,(选配)单目,"(标配)4个,(选配)5个",,(标配)12个,,,,,,,,,,,,,,
64043,奥迪A8,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,,,,,,,,,,,,,
70489,奥迪A8,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,,,,,(标配)1个,,,,,,,,
70484,奥迪A8,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,,,,,,,,,,,,,
64042,奥迪A8,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,,,,,,,,,,,,,
64047,奥迪A8,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,,,,,(标配)1个,,,,,,,,
70487,奥迪A8,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,,,,,(标配)1个,,,,,,,,
64044,奥迪A8,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,,,,,(标配)1个,,,,,,,,
70865,奥迪A6(进口),前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",(选配)单目,"(标配)1个,(选配)5个",,"(标配)8个,(选配)12个",,,,,,(选配)1个,,,,,,,,
70866,奥迪A6(进口),前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",(选配)单目,"(标配)1个,(选配)5个",,"(标配)8个,(选配)12个",,,,,,,,,,,,,,
69186,奥迪A6(进口),前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",(标配)单目,"(标配)2个,(选配)5个",,"(标配)8个,(选配)12个",,,,,,(选配)1个,,,,,,,,
65706,奥迪A6(进口),前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",(标配)单目,"(标配)2个,(选配)5个",,"(标配)8个,(选配)12个",,,,,,,,,,,,,,
65707,奥迪A6(进口),前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",(选配)单目,"(标配)1个,(选配)5个",,"(标配)8个,(选配)12个",,,,,,,,,,,,,,
69185,奥迪A6(进口),前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",(标配)单目,"(标配)2个,(选配)5个",,"(标配)8个,(选配)12个",,,,,,,,,,,,,,
65002,奥迪Q3,前(标配) / 后(标配),"(选配)倒车影像,(选配)360度全景影像",,,,,,,,,,,,,,,,,,
63974,奥迪Q3,前(标配) / 后(标配),"(选配)倒车影像,(选配)360度全景影像",,,,,,,,,,,,,,,,,,
63985,奥迪Q3,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",,,,,,,,,,,,,,,,,,
63983,奥迪Q3,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",,,,,,,,,,,,,,,,,,
63986,奥迪Q3,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",,,,,,,,,,,,,,,,,,
63984,奥迪Q3,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",,,,,,,,,,,,,,,,,,
63988,奥迪Q3,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",,,,,,,,,,,,,,,,,,
63989,奥迪Q3,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",,,,,,,,,,,,,,,,,,
63987,奥迪Q3,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",,,,,,,,,,,,,,,,,,
63724,奥迪Q3,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",,,,,,,,,,,,,,,,,,
64926,奥迪Q6,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",,,,,,,,,,,,,,,,,,
66295,奥迪Q6,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",,,,,,,,,,,,,,,,,,
64920,奥迪Q6,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",,,,,,,,,,,,,,,,,,
64916,奥迪Q6,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",,,,,,,,,,,,,,,,,,
64915,奥迪Q6,前(标配) / 后(标配),(标配)360度全景影像,,,,,,,,,,,,,,,,,,
64925,奥迪Q6,前(标配) / 后(标配),(标配)360度全景影像,,,,,,,,,,,,,,,,,,
66294,奥迪Q6,前(标配) / 后(标配),(标配)360度全景影像,,,,,,,,,,,,,,,,,,
64913,奥迪Q6,前(标配) / 后(标配),(标配)360度全景影像,,,,,,,,,,,,,,,,,,
64919,奥迪Q6,前(标配) / 后(标配),(标配)360度全景影像,,,,,,,,,,,,,,,,,,
64918,奥迪Q6,前(标配) / 后(标配),(标配)360度全景影像,,,,,,,,,,,,,,,,,,
64922,奥迪Q6,前(标配) / 后(标配),(标配)360度全景影像,,,,,,,,,,,,,,,,,,
64917,奥迪Q6,前(标配) / 后(标配),(标配)360度全景影像,,,,,,,,,,,,,,,,,,
64914,奥迪Q6,前(标配) / 后(标配),(标配)360度全景影像,,,,,,,,,,,,,,,,,,
64921,奥迪Q6,前(标配) / 后(标配),(标配)360度全景影像,,,,,,,,,,,,,,,,,,
64927,奥迪Q6,前(标配) / 后(标配),(标配)360度全景影像,,,,,,,,,,,,,,,,,,
65914,奥迪Q6,前(标配) / 后(标配),(标配)360度全景影像,,,,,,,,,,,,,,,,,,
64923,奥迪Q6,前(标配) / 后(标配),(标配)360度全景影像,,,,,,,,,,,,,,,,,,
64928,奥迪Q6,前(标配) / 后(标配),(标配)360度全景影像,,,,,,,,,,,,,,,,,,
64924,奥迪Q6,前(标配) / 后(标配),(标配)360度全景影像,,,,,,,,,,,,,,,,,,
70824,奥迪A7,前(标配) / 后(标配),(标配)360度全景影像,(选配)单目,"(标配)4个,(选配)5个",,(标配)12个,,"(标配)1个,(选配)3个",,,,(选配)1个,,,,,,,,
70823,奥迪A7,前(标配) / 后(标配),(标配)360度全景影像,(选配)单目,"(标配)4个,(选配)5个",,(标配)12个,,"(标配)1个,(选配)3个",,,,(选配)1个,,,,,,,,
65818,奥迪A7,前(标配) / 后(标配),(标配)360度全景影像,(选配)单目,"(标配)4个,(选配)5个",,(标配)12个,,"(标配)1个,(选配)3个",,,,(选配)1个,,,,,,,,
65819,奥迪A7,前(标配) / 后(标配),(标配)360度全景影像,(选配)单目,"(标配)4个,(选配)5个",,(标配)12个,,"(标配)1个,(选配)3个",,,,(选配)1个,,,,,,,,
65855,奥迪A7,前(标配) / 后(标配),(标配)360度全景影像,(选配)单目,"(标配)4个,(选配)5个",,(标配)12个,,"(标配)1个,(选配)3个",,,,(选配)1个,,,,,,,,
70825,奥迪A7,前(标配) / 后(标配),(标配)360度全景影像,(选配)单目,"(标配)4个,(选配)5个",,(标配)12个,,"(标配)1个,(选配)3个",,,,(选配)1个,,,,,,,,
66015,奥迪A5(进口),前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",(选配)单目,"(标配)1个,(选配)5个",,(标配)8个,,,,,,,,,,,,,,
66014,奥迪A5(进口),前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",(选配)单目,"(标配)1个,(选配)5个",,(标配)8个,,,,,,,,,,,,,,
66013,奥迪A5(进口),前(标配) / 后(标配),(标配)360度全景影像,,(标配)4个,,(标配)8个,,,,,,,,,,,,,,
66011,奥迪A5(进口),前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",(选配)单目,"(标配)1个,(选配)5个",,(标配)8个,,,,,,,,,,,,,,
66012,奥迪A5(进口),前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",(选配)单目,"(标配)1个,(选配)5个",,(标配)8个,,,,,,,,,,,,,,
71277,奥迪Q2L,前(标配) / 后(标配),(选配)倒车影像,,(选配)1个,,(标配)8个,,,,,,,,,,,,,,
70132,奥迪Q2L,前(标配) / 后(标配),(选配)倒车影像,,(选配)1个,,(标配)8个,,,,,,,,,,,,,,
71275,奥迪Q2L,前(标配) / 后(标配),(标配)倒车影像,,(标配)1个,,(标配)8个,,,,,,,,,,,,,,
70131,奥迪Q2L,前(标配) / 后(标配),(标配)倒车影像,,(标配)1个,,(标配)8个,,,,,,,,,,,,,,
71276,奥迪Q2L,前(标配) / 后(标配),(标配)倒车影像,,(标配)1个,,(标配)8个,,,,,,,,,,,,,,
71274,奥迪Q2L,前(标配) / 后(标配),(标配)倒车影像,,(标配)1个,,(标配)8个,,,,,,,,,,,,,,
71273,奥迪Q2L,前(标配) / 后(标配),(标配)倒车影像,,(标配)1个,,(标配)8个,,,,,,,,,,,,,,
69018,奥迪Q8,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,,,,,,,,,,,,,
64630,奥迪Q8,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,"(标配)1个,(选配)3个",,,,(标配)1个,,(标配)Valeo法雷奥,(标配)4线,(标配)150米,,,,
69019,奥迪Q8,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,"(标配)1个,(选配)3个",,,,(标配)1个,,(标配)Valeo法雷奥,(标配)4线,(标配)150米,,,,
69020,奥迪Q8,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,,"(标配)1个,(选配)3个",,,,(标配)1个,,(标配)Valeo法雷奥,(标配)4线,(标配)150米,,,,
64252,奥迪S4,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",,"(标配)1个,(选配)5个",,(标配)8个,,,,,,,,,,,,,,
64253,奥迪S4,前(标配) / 后(标配),(标配)360度全景影像,,"(标配)4个,(选配)5个",,(标配)12个,,,,,,,,,,,,,,
65951,奥迪A4(进口),前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",(选配)单目,"(标配)1个,(选配)5个",,(标配)8个,,,,,,,,,,,,,,
65961,奥迪A4(进口),前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",(选配)单目,"(标配)1个,(选配)5个",,(标配)8个,,,,,,,,,,,,,,
62273,奥迪Q5 e-tron,前(标配) / 后(标配),(标配)倒车影像,,,,,,,,,,,,,,,,,,
62272,奥迪Q5 e-tron,前(标配) / 后(标配),(标配)倒车影像,,,,,,,,,,,,,,,,,,
62271,奥迪Q5 e-tron,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",,,,,,,,(标配)Mobileye EyeQ4,,,,,,,,,,
68572,奥迪Q5 e-tron,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",,,,,,,,(标配)Mobileye EyeQ4,,,,,,,,,,
62270,奥迪Q5 e-tron,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",,,,,,,,(标配)Mobileye EyeQ4,,,,,,,,,,
62267,奥迪Q5 e-tron,前(标配) / 后(标配),"(标配)倒车影像,(选配)360度全景影像",,,,,,,,(标配)Mobileye EyeQ4,,,,,,,,,,
68571,奥迪Q5 e-tron,前(标配) / 后(标配),(标配)倒车影像,,,,,,,,(标配)Mobileye EyeQ4,,,,,,,,,,
62274,奥迪Q5 e-tron,前(标配) / 后(标配),(标配)倒车影像,,,,,,,,(标配)Mobileye EyeQ4,,,,,,,,,,
62268,奥迪Q5 e-tron,前(标配) / 后(标配),(标配)倒车影像,,,,,,,,(标配)Mobileye EyeQ4,,,,,,,,,,
62269,奥迪Q5 e-tron,前(标配) / 后(标配),(标配)360度全景影像,,,,,,,,(标配)Mobileye EyeQ4,,,,,,,,,,
62278,奥迪Q5 e-tron,前(标配) / 后(标配),(标配)360度全景影像,,,,,,,,(标配)Mobileye EyeQ4,,,,,,,,,,
