CAR_ID,品牌系列,前/后驻车雷达,驾驶辅助影像,前方感知摄像头,摄像头数量,车内摄像头数量,超声波雷达数量,透明底盘/540度影像,毫米波雷达数量,前方感知摄像头像素,辅助驾驶芯片,芯片总算力,激光雷达数量,前方最大探测距离,激光雷达品牌,激光雷达线数,激光雷达10%反射率探测距离,环视摄像头像素,环境感知摄像头像素,激光雷达型号,激光雷达点云数量
71391,唐L,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,(标配)1个,(标配)12个,,(标配)5个,,(标配)英伟达 Orin-X,(标配)254 TOPS,(标配)1个,(标配)350米,,,,,,,
71291,唐L,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,(标配)1个,(标配)12个,,(标配)5个,,(标配)英伟达 Orin-X,(标配)254 TOPS,(标配)1个,(标配)350米,,,,,,,
71389,唐L,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,(标配)1个,(标配)12个,,(标配)5个,,(标配)英伟达 Orin-X,(标配)254 TOPS,(标配)1个,(标配)350米,,,,,,,
70346,夏,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,(标配),(标配)5个,(标配)800万,,,,(标配)530米,,,,,,,
72517,夏,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,(标配)1个,(标配)12个,(标配),(标配)5个,(标配)800万,,,,(标配)530米,,,,,,,
71228,夏,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,(标配)1个,(标配)12个,(标配),(标配)5个,(标配)800万,,,,(标配)530米,,,,,,,
69726,夏,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)13个,(标配)1个,(标配)12个,(标配),(标配)5个,(标配)800万,,,,(标配)530米,,,,,,,
71227,夏,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,(标配),(标配)5个,(标配)800万,,,,(标配)530米,,,,,,,
71489,海豹06新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
66640,海豹06新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
66680,海豹06新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
68514,海豹06新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
71468,海豹06新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
71469,海豹06新能源,前- / 后(标配),(标配)倒车影像,,(标配)1个,,(标配)4个,,,,,,,,,,,,,,
71467,海豹06新能源,前(标配) / 后(标配),(标配)360度全景影像,,(标配)4个,,(标配)6个,(标配),,,,,,,,,,,,,
68516,海豹06新能源,前(标配) / 后(标配),(标配)360度全景影像,,(标配)4个,,(标配)6个,(标配),,,,,,,,,,,,,
71675,海豹06新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)6个,(标配),,,,,,,,,,,,,
68515,海豹06新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)6个,(标配),,,,,,,,,,,,,
71700,唐新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,,(标配)5个,,,,,,,,,,,,
67875,唐新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,,(标配)5个,,,,,,,,,,,,
67874,唐新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,,(标配)5个,,,,,,,,,,,,
67879,唐新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)双目,(标配)12个,,(标配)12个,,(标配)5个,,(标配)英伟达 Orin-X,(标配)254 TOPS,(标配)1个,,,,,,,,
71699,唐新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)8个,(标配),(标配)1个,,,,,,,,,,,,
67877,唐新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)8个,(标配),(标配)3个,,,,,,,,,,,,
66835,唐新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)8个,(标配),(标配)3个,,,,,,,,,,,,
67878,唐新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)8个,(标配),(标配)3个,,,,,,,,,,,,
66858,唐新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,(标配)1个,(标配)8个,(标配),(标配)3个,,,,,,,,,,,,
70476,唐新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,(标配)1个,(标配)8个,(标配),(标配)5个,,,,,,,,,,,,
66857,唐新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,(标配)1个,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
71701,唐新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)8个,(标配),(标配)5个,,,,,,,,,,,,
67876,唐新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,(标配)1个,(标配)8个,(标配),(标配)5个,,,,,,,,,,,,
70475,唐新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,(标配)1个,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
71702,唐新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)8个,(标配),(标配)1个,,,,,,,,,,,,
70416,唐新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)8个,(标配),(标配)3个,,,,,,,,,,,,
70454,唐新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)8个,(标配),(标配)3个,,,,,,,,,,,,
66775,唐新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)8个,(标配),(标配)3个,,,,,,,,,,,,
71682,宋Pro新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,,(标配)5个,,,,,,,,,,,,
70059,宋Pro新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,,(标配)5个,,,,,,,,,,,,
69112,宋Pro新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,,(标配)5个,,,,,,,,,,,,
71681,宋Pro新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,,(标配)5个,,,,,,,,,,,,
66963,宋Pro新能源,前(标配) / 后(标配),(标配)360度全景影像,,(标配)4个,,(标配)6个,(标配),,,,,,,,,,,,,
69113,宋Pro新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)6个,(标配),,,,,,,,,,,,,
71627,宋Pro新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)6个,(标配),,,,,,,,,,,,,
66965,宋Pro新能源,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)6个,(标配),(标配)2个,,,,,,,,,,,,
71680,宋Pro新能源,前(标配) / 后(标配),(标配)360度全景影像,,(标配)4个,,(标配)6个,(标配),,,,,,,,,,,,,
66964,宋Pro新能源,前(标配) / 后(标配),(标配)360度全景影像,,(标配)4个,,(标配)6个,(标配),,,,,,,,,,,,,
66966,宋Pro新能源,前(标配) / 后(标配),(标配)360度全景影像,,(标配)6个,,(标配)6个,(标配),,,,,,,,,,,,,
70060,宋Pro新能源,前(标配) / 后(标配),(标配)360度全景影像,,(标配)6个,,(标配)6个,(标配),,,,,,,,,,,,,
66951,宋Pro新能源,前(标配) / 后(标配),(标配)360度全景影像,,(标配)6个,,(标配)6个,(标配),,,,,,,,,,,,,
72031,元PLUS,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
71852,元PLUS,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
71817,元PLUS,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
66988,元PLUS,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
71427,元PLUS,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,(标配)1个,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
71918,元PLUS,前- / 后(标配),(标配)倒车影像,,(标配)1个,,(标配)4个,,,,,,,,,,,,,,
66991,元PLUS,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)6个,(标配),,,,,,,,,,,,,
66992,元PLUS,前- / 后(标配),(标配)倒车影像,,(标配)1个,,(标配)4个,,,,,,,,,,,,,,
66990,元PLUS,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)6个,(标配),(标配)2个,,,,,,,,,,,,
66989,元PLUS,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)12个,(标配),(标配)2个,,,,,,,,,,,,
71603,宋L DM-i,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
71502,宋L DM-i,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
69065,宋L DM-i,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,(标配)1个,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
68737,宋L DM-i,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,(标配)1个,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
69066,宋L DM-i,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,(标配)1个,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
69265,宋L DM-i,前(标配) / 后(标配),(标配)360度全景影像,,(标配)4个,,(标配)6个,(标配),,,,,,,,,,,,,
71473,宋L DM-i,前(标配) / 后(标配),(标配)360度全景影像,,(标配)4个,,(标配)6个,(标配),,,,,,,,,,,,,
71628,宋L DM-i,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,(标配)1个,(标配)6个,(标配),(标配)3个,,,,,,,,,,,,
69067,宋L DM-i,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,(标配)1个,(标配)6个,(标配),(标配)3个,,,,,,,,,,,,
71676,宋L DM-i,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,(标配)1个,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
71072,海狮05 EV,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,,(标配)5个,,,,,,,,,,,,
71057,海狮05 EV,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,,(标配)5个,,,,,,,,,,,,
72236,海狮05 EV,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,(标配)1个,(标配)12个,,(标配)5个,,,,,,,,,,,,
69005,海豚,前- / 后(标配),(标配)倒车影像,,(标配)1个,,(标配)3个,,,,,,,,,,,,,,
69004,海豚,前- / 后(标配),(标配)360度全景影像,,(标配)4个,,(标配)3个,,,,,,,,,,,,,,
69006,海豚,前(标配) / 后(标配),(标配)360度全景影像,,(标配)4个,,(标配)5个,,,,,,,,,,,,,,
71049,海豚,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)5个,,,,,,,,,,,,,,
66316,海豚,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,,(标配)5个,,,,,,,,,,,,
71050,海豚,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,,(标配)5个,,,,,,,,,,,,
71048,海豚,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,,(标配)5个,,,,,,,,,,,,
66930,海豹,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,(标配)2个,(标配)12个,,(标配)5个,,,,,,,,,,,,
69345,海豹,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,(标配)2个,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
71665,海豹,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,(标配)2个,(标配)12个,,(标配)5个,,,,,,,,,,,,
71664,海豹,前(标配) / 后(标配),(标配)360度全景影像,(标配)双目,(标配)11个,(标配)2个,(标配)12个,,(标配)5个,,,,(标配)1个,,,,,,,,
71666,海豹,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,(标配)2个,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
67384,海豹,前(标配) / 后(标配),(标配)360度全景影像,(标配)双目,(标配)11个,(标配)2个,(标配)12个,(标配),(标配)5个,,,,(标配)1个,,,,,,,,
66926,海豹,前(标配) / 后(标配),(标配)360度全景影像,(标配)双目,(标配)11个,(标配)2个,(标配)12个,,(标配)5个,,,,(标配)1个,,,,,,,,
69394,海豹,前(标配) / 后(标配),(标配)360度全景影像,(标配)双目,(标配)11个,(标配)2个,(标配)12个,(标配),(标配)5个,,,,(标配)1个,,,,,,,,
66927,海豹,前(标配) / 后(标配),(标配)360度全景影像,,(标配)4个,,(标配)6个,(标配),,,,,,,,,,,,,
67382,海豹,前(标配) / 后(标配),(标配)360度全景影像,,(标配)4个,,(标配)6个,(标配),,,,,,,,,,,,,
69392,海豹,前(标配) / 后(标配),(标配)360度全景影像,,(标配)5个,,(标配)6个,(标配),(标配)3个,,,,,,,,,,,,
71663,海豹,前(标配) / 后(标配),(标配)360度全景影像,,(标配)5个,,(标配)6个,(标配),(标配)3个,,,,,,,,,,,,
67383,海豹,前(标配) / 后(标配),(标配)360度全景影像,,(标配)5个,,(标配)12个,(标配),(标配)3个,,,,,,,,,,,,
67381,海豹,前(标配) / 后(标配),(标配)360度全景影像,,(标配)5个,,(标配)12个,(标配),(标配)3个,,,,,,,,,,,,
66928,海豹,前(标配) / 后(标配),(标配)360度全景影像,,(标配)5个,(标配)1个,(标配)6个,(标配),(标配)3个,,,,,,,,,,,,
66925,海豹,前(标配) / 后(标配),(标配)360度全景影像,,(标配)5个,(标配)1个,(标配)6个,(标配),(标配)3个,,,,,,,,,,,,
66929,海豹,前(标配) / 后(标配),(标配)360度全景影像,,(标配)5个,(标配)1个,(标配)6个,(标配),(标配)3个,,,,,,,,,,,,
67380,海豹,前(标配) / 后(标配),(标配)360度全景影像,,(标配)5个,(标配)1个,(标配)6个,(标配),(标配)3个,,,,,,,,,,,,
69393,海豹,前(标配) / 后(标配),(标配)360度全景影像,,(标配)5个,(标配)1个,(标配)6个,(标配),(标配)3个,,,,,,,,,,,,
70392,海豹06GT,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,(标配)1个,(标配)12个,,(标配)5个,,,,,,,,,,,,
71667,海豹06GT,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,(标配)1个,(标配)12个,,(标配)5个,,,,,,,,,,,,
71668,海豹06GT,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,(标配)1个,(标配)12个,,(标配)5个,,,,,,,,,,,,
68312,海豹06GT,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,(标配)1个,(标配)12个,,(标配)5个,,,,,,,,,,,,
68311,海豹06GT,前(标配) / 后(标配),(标配)360度全景影像,,(标配)4个,,(标配)6个,,,,,,,,,,,,,,
68266,海豹06GT,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,(标配)1个,(标配)12个,,(标配)5个,,,,,,,,,,,,
71670,海豹06GT,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,(标配)1个,(标配)12个,,(标配)5个,,,,,,,,,,,,
71669,海豹06GT,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,(标配)1个,(标配)12个,,(标配)5个,,,,,,,,,,,,
71684,元UP,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
66139,元UP,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
69175,元UP,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
67007,元UP,前(标配) / 后(标配),(标配)360度全景影像,,(标配)4个,,(标配)6个,(标配),,,,,,,,,,,,,
66138,元UP,前(标配) / 后(标配),(标配)360度全景影像,,(标配)4个,,(标配)6个,(标配),,,,,,,,,,,,,
71256,元UP,前(标配) / 后(标配),(标配)360度全景影像,,(标配)4个,,(标配)6个,(标配),,,,,,,,,,,,,
71683,元UP,前(标配) / 后(标配),(标配)360度全景影像,(选配)单目,"(标配)4个,(选配)5个",,(标配)6个,(标配),(选配)2个,,,,,,,,,,,,
71536,宋L EV,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,(标配)1个,(标配)6个,(标配),(标配)3个,,,,,,,,,,,,
68095,宋L EV,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,(标配)1个,(标配)8个,(标配),(标配)3个,,,,,,,,,,,,
71508,宋L EV,前(标配) / 后(标配),(标配)360度全景影像,(标配)双目,(标配)11个,(标配)2个,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
69743,宋L EV,前(标配) / 后(标配),(标配)360度全景影像,(标配)双目,(标配)11个,(标配)2个,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
71503,宋L EV,前(标配) / 后(标配),(标配)360度全景影像,(标配)双目,(标配)11个,(标配)1个,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
69744,宋L EV,前(标配) / 后(标配),(标配)360度全景影像,(标配)双目,(标配)11个,(标配)1个,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
69742,宋L EV,前(标配) / 后(标配),(标配)360度全景影像,(标配)双目,(标配)11个,(标配)2个,(标配)12个,(标配),(标配)5个,,(标配)英伟达 Orin-X,(标配)254 TOPS,(标配)1个,,,,,,,,
71679,宋L EV,前(标配) / 后(标配),(标配)360度全景影像,(标配)双目,(标配)11个,(标配)2个,(标配)12个,(标配),(标配)5个,,(标配)英伟达 Orin-X,(标配)254 TOPS,(标配)1个,,,,,,,,
66740,驱逐舰05,前- / 后(标配),(标配)倒车影像,,(标配)1个,,(标配)4个,,,,,,,,,,,,,,
69284,驱逐舰05,前- / 后(标配),(标配)倒车影像,,(标配)1个,,(标配)4个,,,,,,,,,,,,,,
66739,驱逐舰05,前- / 后(标配),(标配)倒车影像,,(标配)1个,,(标配)4个,,,,,,,,,,,,,,
69283,驱逐舰05,前- / 后(标配),(标配)倒车影像,,(标配)1个,,(标配)4个,,,,,,,,,,,,,,
66738,驱逐舰05,前(标配) / 后(标配),(标配)360度全景影像,,(标配)4个,,(标配)6个,,,,,,,,,,,,,,
66741,驱逐舰05,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)6个,,(标配)6个,,(标配)1个,,,,,,,,,,,,
66734,驱逐舰05,前- / 后(标配),(标配)倒车影像,,(标配)1个,,(标配)4个,,,,,,,,,,,,,,
66742,驱逐舰05,前- / 后(标配),(标配)倒车影像,,(标配)1个,,(标配)4个,,,,,,,,,,,,,,
71052,海豹05 DM-i,前- / 后(标配),(标配)倒车影像,,(标配)1个,,(标配)4个,,,,,,,,,,,,,,
71313,海豹05 DM-i,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,,(标配)5个,,,,,,,,,,,,
71314,海豹05 DM-i,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,,(标配)5个,,,,,,,,,,,,
71695,海狮07 EV,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,(标配)1个,(标配)12个,,(标配)5个,,,,,,,,,,,,
71693,海狮07 EV,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,(标配)1个,(标配)12个,,(标配)5个,,,,,,,,,,,,
68250,海狮07 EV,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,(标配)1个,(标配)12个,,(标配)5个,,(标配)英伟达 Orin-X,(标配)254 TOPS,(标配)1个,,,,,,,,
66476,海狮07 EV,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,(标配)1个,(标配)12个,,(标配)5个,,(标配)英伟达 Orin-X,(标配)254 TOPS,(标配)1个,,,,,,,,
71692,海狮07 EV,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,(标配)1个,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
71694,海狮07 EV,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,(标配)1个,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
66475,海狮07 EV,前(标配) / 后(标配),(标配)360度全景影像,(标配)双目,(标配)11个,(标配)1个,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
58503,海狮07 EV,前(标配) / 后(标配),(标配)360度全景影像,(标配)双目,(标配)11个,(标配)1个,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
71658,海豹07 DM-i,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)6个,,(标配)1个,,,,,,,,,,,,
69348,海豹07 DM-i,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)6个,,(标配)3个,,,,,,,,,,,,
69349,海豹07 DM-i,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)6个,,(标配)3个,,,,,,,,,,,,
69391,海豹07 DM-i,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)6个,,(标配)3个,,,,,,,,,,,,
71660,海豹07 DM-i,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,(标配)1个,(标配)12个,,(标配)5个,,,,,,,,,,,,
71662,海豹07 DM-i,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,,(标配)5个,,,,,,,,,,,,
69390,海豹07 DM-i,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,,(标配)5个,,,,,,,,,,,,
69347,海豹07 DM-i,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,,(标配)5个,,,,,,,,,,,,
71659,海豹07 DM-i,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,,(标配)5个,,,,,,,,,,,,
71661,海豹07 DM-i,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,(标配)1个,(标配)12个,,(标配)5个,,,,,,,,,,,,
71673,海狮05 DM-i,前(标配) / 后(标配),(标配)360度全景影像,,(标配)4个,,(标配)6个,,,,,,,,,,,,,,
71671,海狮05 DM-i,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)6个,,,,,,,,,,,,,,
70058,海狮05 DM-i,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)6个,,,,,,,,,,,,,,
69114,海狮05 DM-i,前(标配) / 后(标配),(标配)360度全景影像,(标配)单目,(标配)5个,,(标配)6个,,,,,,,,,,,,,,
71672,海狮05 DM-i,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,,(标配)5个,,,,,,,,,,,,
69115,海狮05 DM-i,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,,(标配)5个,,,,,,,,,,,,
70057,海狮05 DM-i,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,,(标配)5个,,,,,,,,,,,,
71674,海狮05 DM-i,前(标配) / 后(标配),(标配)360度全景影像,(标配)三目,(标配)12个,,(标配)12个,,(标配)5个,,,,,,,,,,,,
67273,护卫舰07,前(标配) / 后(标配),(标配)360度全景影像,,(标配)4个,,(标配)6个,(标配),,,,,,,,,,,,,
67272,护卫舰07,前(标配) / 后(标配),(标配)360度全景影像,,(标配)5个,,(标配)6个,(标配),(标配)3个,,,,,,,,,,,,
67271,护卫舰07,前(标配) / 后(标配),(标配)360度全景影像,,(标配)5个,,(标配)12个,(标配),(标配)3个,,,,,,,,,,,,
67274,护卫舰07,前(标配) / 后(标配),(标配)360度全景影像,,(标配)5个,,(标配)12个,(标配),(标配)3个,,,,,,,,,,,,
67250,护卫舰07,前(标配) / 后(标配),(标配)360度全景影像,,(标配)5个,,(标配)12个,(标配),(标配)5个,,,,,,,,,,,,
67156,比亚迪e2,前- / 后(标配),(标配)倒车影像,,(标配)1个,,(标配)4个,,,,,,,,,,,,,,
63011,比亚迪e2,前- / 后(标配),(标配)倒车影像,,(标配)1个,,(标配)4个,,,,,,,,,,,,,,
67157,比亚迪e2,前- / 后(标配),(标配)倒车影像,,(标配)1个,,(标配)4个,,,,,,,,,,,,,,
62376,元Pro,前- / 后(标配),(标配)倒车影像,,(标配)1个,,(标配)4个,,,,,,,,,,,,,,
62377,元Pro,前- / 后(标配),(标配)倒车影像,,(标配)1个,,(标配)4个,,,,,,,,,,,,,,
62378,元Pro,前(标配) / 后(标配),(标配)360度全景影像,,(标配)4个,,(标配)6个,(标配),,,,,,,,,,,,,
69051,秦新能源,前- / 后(标配),(选配)倒车影像,,(选配)1个,,(标配)3个,,,,,,,,,,,,,,
69052,秦新能源,前- / 后(标配),(标配)倒车影像,,(标配)1个,,(标配)3个,,,,,,,,,,,,,,
55331,宋MAX新能源,前- / 后(标配),(标配)360度全景影像,,(标配)4个,,(标配)4个,(标配),,,,,,,,,,,,,
55329,宋MAX新能源,前- / 后(标配),(标配)360度全景影像,,(标配)6个,,(标配)4个,(标配),(标配)1个,,,,,,,,,,,,
55328,宋MAX新能源,前- / 后(标配),(标配)360度全景影像,,(标配)4个,,(标配)4个,(标配),,,,,,,,,,,,,
55330,宋MAX新能源,前- / 后(标配),(标配)360度全景影像,,(标配)6个,,(标配)4个,(标配),(标配)1个,,,,,,,,,,,,
55009,宋MAX新能源,前- / 后(标配),(标配)360度全景影像,,(标配)6个,,(标配)4个,(标配),(标配)1个,,,,,,,,,,,,
60687,比亚迪e9,前(标配) / 后(标配),(标配)倒车影像,,(标配)1个,,(标配)6个,,,,,,,,,,,,,,
60414,比亚迪D1,前- / 后(标配),(标配)倒车影像,,(标配)1个,,(标配)4个,,(标配)1个,,,,,,,,,,,,
63696,比亚迪D1,前- / 后(标配),(标配)倒车影像,,(标配)1个,,(标配)4个,,,,,,,,,,,,,,
70469,比亚迪e6,前(标配) / 后(标配),(标配)360度全景影像,,,,(标配)6个,,,,,,,,,,,,,,
70470,比亚迪e6,前(标配) / 后(标配),(标配)360度全景影像,,,,(标配)6个,,,,,,,,,,,,,,
51306,比亚迪e3,前- / 后(标配),(标配)倒车影像,,(标配)1个,,(标配)2个,,,,,,,,,,,,,,
