CAR_ID,品牌系列,简称,挡位个数,变速箱类型
66746,秦PLUS,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
66751,秦PLUS,电动车单速变速箱,1,固定齿比变速箱
66747,秦PLUS,电动车单速变速箱,1,固定齿比变速箱
65656,秦PLUS,电动车单速变速箱,1,固定齿比变速箱
71504,秦PLUS,电动车单速变速箱,1,固定齿比变速箱
71686,秦PLUS,电动车单速变速箱,1,固定齿比变速箱
67266,秦PLUS,电动车单速变速箱,1,固定齿比变速箱
72442,秦PLUS,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
63012,秦PLUS,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71689,秦PLUS,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
66745,秦PLUS,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
66743,秦PLUS,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
51966,秦PLUS,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71688,秦PLUS,电动车单速变速箱,1,固定齿比变速箱
66744,秦PLUS,电动车单速变速箱,1,固定齿比变速箱
66748,秦PLUS,电动车单速变速箱,1,固定齿比变速箱
66733,秦PLUS,电动车单速变速箱,1,固定齿比变速箱
71685,秦PLUS,电动车单速变速箱,1,固定齿比变速箱
66749,秦PLUS,电动车单速变速箱,1,固定齿比变速箱
72103,秦PLUS,电动车单速变速箱,1,固定齿比变速箱
71687,秦PLUS,电动车单速变速箱,1,固定齿比变速箱
69070,海鸥,电动车单速变速箱,1,固定齿比变速箱
69068,海鸥,电动车单速变速箱,1,固定齿比变速箱
71691,海鸥,电动车单速变速箱,1,固定齿比变速箱
71065,海鸥,电动车单速变速箱,1,固定齿比变速箱
69069,海鸥,电动车单速变速箱,1,固定齿比变速箱
71690,海鸥,电动车单速变速箱,1,固定齿比变速箱
71292,汉L,电动车单速变速箱,1,固定齿比变速箱
71392,汉L,电动车单速变速箱,1,固定齿比变速箱
72523,汉L,电动车单速变速箱,1,固定齿比变速箱
71393,汉L,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71435,汉L,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
72209,汉L,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71703,汉,电动车单速变速箱,1,固定齿比变速箱
69813,汉,电动车单速变速箱,1,固定齿比变速箱
71707,汉,电动车单速变速箱,1,固定齿比变速箱
72515,汉,电动车单速变速箱,1,固定齿比变速箱
71706,汉,电动车单速变速箱,1,固定齿比变速箱
66906,汉,电动车单速变速箱,1,固定齿比变速箱
71591,汉,电动车单速变速箱,1,固定齿比变速箱
71534,汉,电动车单速变速箱,1,固定齿比变速箱
45619,汉,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
72514,汉,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71705,汉,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
69817,汉,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
69816,汉,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
69814,汉,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
69815,汉,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71704,汉,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71533,汉,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71535,汉,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
52453,汉,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
66774,汉,电动车单速变速箱,1,固定齿比变速箱
66909,汉,电动车单速变速箱,1,固定齿比变速箱
66905,汉,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71623,汉,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
66903,汉,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
67270,汉,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
69143,汉,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
66773,汉,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
66902,汉,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
69802,汉,电动车单速变速箱,1,固定齿比变速箱
69142,汉,电动车单速变速箱,1,固定齿比变速箱
69144,汉,电动车单速变速箱,1,固定齿比变速箱
66753,汉,电动车单速变速箱,1,固定齿比变速箱
66907,汉,电动车单速变速箱,1,固定齿比变速箱
66908,汉,电动车单速变速箱,1,固定齿比变速箱
69209,宋PLUS新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
69254,宋PLUS新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71524,宋PLUS新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
69253,宋PLUS新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71657,宋PLUS新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71656,宋PLUS新能源,电动车单速变速箱,1,固定齿比变速箱
69513,宋PLUS新能源,电动车单速变速箱,1,固定齿比变速箱
69210,宋PLUS新能源,电动车单速变速箱,1,固定齿比变速箱
69252,宋PLUS新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71481,宋PLUS新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71470,宋PLUS新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71520,宋PLUS新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
69514,宋PLUS新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
72520,宋PLUS新能源,电动车单速变速箱,1,固定齿比变速箱
71525,宋PLUS新能源,电动车单速变速箱,1,固定齿比变速箱
69512,宋PLUS新能源,电动车单速变速箱,1,固定齿比变速箱
71480,宋PLUS新能源,电动车单速变速箱,1,固定齿比变速箱
72208,唐L,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
72468,唐L,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71390,唐L,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71391,唐L,电动车单速变速箱,1,固定齿比变速箱
71291,唐L,电动车单速变速箱,1,固定齿比变速箱
71389,唐L,电动车单速变速箱,1,固定齿比变速箱
70346,夏,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
72517,夏,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71228,夏,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
69726,夏,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71227,夏,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71489,海豹06新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
66640,海豹06新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
66680,海豹06新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
68514,海豹06新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71468,海豹06新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71469,海豹06新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71467,海豹06新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
68516,海豹06新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71675,海豹06新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
68515,海豹06新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71700,唐新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
67875,唐新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
67874,唐新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
67879,唐新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71699,唐新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
67877,唐新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
66835,唐新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
67878,唐新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
66858,唐新能源,电动车单速变速箱,1,固定齿比变速箱
70476,唐新能源,电动车单速变速箱,1,固定齿比变速箱
66857,唐新能源,电动车单速变速箱,1,固定齿比变速箱
71701,唐新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
67876,唐新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
70475,唐新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71702,唐新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
70416,唐新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
70454,唐新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
66775,唐新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71682,宋Pro新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
70059,宋Pro新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
69112,宋Pro新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71681,宋Pro新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
66963,宋Pro新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
69113,宋Pro新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71627,宋Pro新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
66965,宋Pro新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71680,宋Pro新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
66964,宋Pro新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
66966,宋Pro新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
70060,宋Pro新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
66951,宋Pro新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
72031,元PLUS,电动车单速变速箱,1,固定齿比变速箱
71852,元PLUS,电动车单速变速箱,1,固定齿比变速箱
71817,元PLUS,电动车单速变速箱,1,固定齿比变速箱
66988,元PLUS,电动车单速变速箱,1,固定齿比变速箱
71427,元PLUS,电动车单速变速箱,1,固定齿比变速箱
71918,元PLUS,电动车单速变速箱,1,固定齿比变速箱
66991,元PLUS,电动车单速变速箱,1,固定齿比变速箱
66992,元PLUS,电动车单速变速箱,1,固定齿比变速箱
66990,元PLUS,电动车单速变速箱,1,固定齿比变速箱
66989,元PLUS,电动车单速变速箱,1,固定齿比变速箱
71603,宋L DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71502,宋L DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
69065,宋L DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
68737,宋L DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
69066,宋L DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
69265,宋L DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71473,宋L DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71628,宋L DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
69067,宋L DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71676,宋L DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71072,海狮05 EV,电动车单速变速箱,1,固定齿比变速箱
71057,海狮05 EV,电动车单速变速箱,1,固定齿比变速箱
72236,海狮05 EV,电动车单速变速箱,1,固定齿比变速箱
69005,海豚,电动车单速变速箱,1,固定齿比变速箱
69004,海豚,电动车单速变速箱,1,固定齿比变速箱
69006,海豚,电动车单速变速箱,1,固定齿比变速箱
71049,海豚,电动车单速变速箱,1,固定齿比变速箱
66316,海豚,电动车单速变速箱,1,固定齿比变速箱
71050,海豚,电动车单速变速箱,1,固定齿比变速箱
71048,海豚,电动车单速变速箱,1,固定齿比变速箱
66930,海豹,电动车单速变速箱,1,固定齿比变速箱
69345,海豹,电动车单速变速箱,1,固定齿比变速箱
71665,海豹,电动车单速变速箱,1,固定齿比变速箱
71664,海豹,电动车单速变速箱,1,固定齿比变速箱
71666,海豹,电动车单速变速箱,1,固定齿比变速箱
67384,海豹,电动车单速变速箱,1,固定齿比变速箱
66926,海豹,电动车单速变速箱,1,固定齿比变速箱
69394,海豹,电动车单速变速箱,1,固定齿比变速箱
66927,海豹,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
67382,海豹,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
69392,海豹,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71663,海豹,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
67383,海豹,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
67381,海豹,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
66928,海豹,电动车单速变速箱,1,固定齿比变速箱
66925,海豹,电动车单速变速箱,1,固定齿比变速箱
66929,海豹,电动车单速变速箱,1,固定齿比变速箱
67380,海豹,电动车单速变速箱,1,固定齿比变速箱
69393,海豹,电动车单速变速箱,1,固定齿比变速箱
70392,海豹06GT,电动车单速变速箱,1,固定齿比变速箱
71667,海豹06GT,电动车单速变速箱,1,固定齿比变速箱
71668,海豹06GT,电动车单速变速箱,1,固定齿比变速箱
68312,海豹06GT,电动车单速变速箱,1,固定齿比变速箱
68311,海豹06GT,电动车单速变速箱,1,固定齿比变速箱
68266,海豹06GT,电动车单速变速箱,1,固定齿比变速箱
71670,海豹06GT,电动车单速变速箱,1,固定齿比变速箱
71669,海豹06GT,电动车单速变速箱,1,固定齿比变速箱
71684,元UP,电动车单速变速箱,1,固定齿比变速箱
66139,元UP,电动车单速变速箱,1,固定齿比变速箱
69175,元UP,电动车单速变速箱,1,固定齿比变速箱
67007,元UP,电动车单速变速箱,1,固定齿比变速箱
66138,元UP,电动车单速变速箱,1,固定齿比变速箱
71256,元UP,电动车单速变速箱,1,固定齿比变速箱
71683,元UP,电动车单速变速箱,1,固定齿比变速箱
71536,宋L EV,电动车单速变速箱,1,固定齿比变速箱
68095,宋L EV,电动车单速变速箱,1,固定齿比变速箱
71508,宋L EV,电动车单速变速箱,1,固定齿比变速箱
69743,宋L EV,电动车单速变速箱,1,固定齿比变速箱
71503,宋L EV,电动车单速变速箱,1,固定齿比变速箱
69744,宋L EV,电动车单速变速箱,1,固定齿比变速箱
69742,宋L EV,电动车单速变速箱,1,固定齿比变速箱
71679,宋L EV,电动车单速变速箱,1,固定齿比变速箱
66740,驱逐舰05,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
69284,驱逐舰05,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
66739,驱逐舰05,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
69283,驱逐舰05,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
66738,驱逐舰05,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
66741,驱逐舰05,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
66734,驱逐舰05,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
66742,驱逐舰05,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71052,海豹05 DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71313,海豹05 DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71314,海豹05 DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71695,海狮07 EV,电动车单速变速箱,1,固定齿比变速箱
71693,海狮07 EV,电动车单速变速箱,1,固定齿比变速箱
68250,海狮07 EV,电动车单速变速箱,1,固定齿比变速箱
66476,海狮07 EV,电动车单速变速箱,1,固定齿比变速箱
71692,海狮07 EV,电动车单速变速箱,1,固定齿比变速箱
71694,海狮07 EV,电动车单速变速箱,1,固定齿比变速箱
66475,海狮07 EV,电动车单速变速箱,1,固定齿比变速箱
58503,海狮07 EV,电动车单速变速箱,1,固定齿比变速箱
71658,海豹07 DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
69348,海豹07 DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
69349,海豹07 DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
69391,海豹07 DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71660,海豹07 DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71662,海豹07 DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
69390,海豹07 DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
69347,海豹07 DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71659,海豹07 DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71661,海豹07 DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71673,海狮05 DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71671,海狮05 DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
70058,海狮05 DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
69114,海狮05 DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71672,海狮05 DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
69115,海狮05 DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
70057,海狮05 DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71674,海狮05 DM-i,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
67273,护卫舰07,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
67272,护卫舰07,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
67271,护卫舰07,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
67274,护卫舰07,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
67250,护卫舰07,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
67156,比亚迪e2,电动车单速变速箱,1,固定齿比变速箱
63011,比亚迪e2,电动车单速变速箱,1,固定齿比变速箱
67157,比亚迪e2,电动车单速变速箱,1,固定齿比变速箱
62376,元Pro,电动车单速变速箱,1,固定齿比变速箱
62377,元Pro,电动车单速变速箱,1,固定齿比变速箱
62378,元Pro,电动车单速变速箱,1,固定齿比变速箱
69051,秦新能源,电动车单速变速箱,1,固定齿比变速箱
69052,秦新能源,电动车单速变速箱,1,固定齿比变速箱
55331,宋MAX新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
55329,宋MAX新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
55328,宋MAX新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
55330,宋MAX新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
55009,宋MAX新能源,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
60687,比亚迪e9,电动车单速变速箱,1,固定齿比变速箱
60414,比亚迪D1,电动车单速变速箱,1,固定齿比变速箱
63696,比亚迪D1,电动车单速变速箱,1,固定齿比变速箱
70469,比亚迪e6,电动车单速变速箱,1,固定齿比变速箱
70470,比亚迪e6,电动车单速变速箱,1,固定齿比变速箱
51306,比亚迪e3,电动车单速变速箱,1,固定齿比变速箱
52635,比亚迪e3,电动车单速变速箱,1,固定齿比变速箱
69842,帕萨特,7挡干式双离合,7,干式双离合变速箱(DCT)
69730,帕萨特,7挡干式双离合,7,干式双离合变速箱(DCT)
64997,帕萨特,7挡干式双离合,7,干式双离合变速箱(DCT)
69851,帕萨特,7挡湿式双离合,7,湿式双离合变速箱(DCT)
65369,帕萨特,7挡湿式双离合,7,湿式双离合变速箱(DCT)
69760,帕萨特,7挡湿式双离合,7,湿式双离合变速箱(DCT)
69854,帕萨特,7挡湿式双离合,7,湿式双离合变速箱(DCT)
72550,帕萨特,7挡湿式双离合,7,湿式双离合变速箱(DCT)
69848,帕萨特,7挡湿式双离合,7,湿式双离合变速箱(DCT)
72549,帕萨特,7挡湿式双离合,7,湿式双离合变速箱(DCT)
69855,帕萨特,7挡湿式双离合,7,湿式双离合变速箱(DCT)
69850,帕萨特,7挡湿式双离合,7,湿式双离合变速箱(DCT)
69849,帕萨特,7挡湿式双离合,7,湿式双离合变速箱(DCT)
69853,帕萨特,7挡湿式双离合,7,湿式双离合变速箱(DCT)
65144,帕萨特,7挡湿式双离合,7,湿式双离合变速箱(DCT)
67732,帕萨特,7挡干式双离合,7,干式双离合变速箱(DCT)
69852,帕萨特,7挡湿式双离合,7,湿式双离合变速箱(DCT)
69856,帕萨特,7挡湿式双离合,7,湿式双离合变速箱(DCT)
66451,迈腾,7挡干式双离合,7,干式双离合变速箱(DCT)
70441,迈腾,7挡干式双离合,7,干式双离合变速箱(DCT)
68101,迈腾,7挡干式双离合,7,干式双离合变速箱(DCT)
66450,迈腾,7挡湿式双离合,7,湿式双离合变速箱(DCT)
69938,迈腾,7挡湿式双离合,7,湿式双离合变速箱(DCT)
70442,迈腾,7挡干式双离合,7,干式双离合变速箱(DCT)
69937,迈腾,7挡干式双离合,7,干式双离合变速箱(DCT)
71364,迈腾,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71926,迈腾,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71927,迈腾,7挡湿式双离合,7,湿式双离合变速箱(DCT)
64819,朗逸,6挡手自一体,6,手自一体变速箱(AT)
64818,朗逸,6挡手自一体,6,手自一体变速箱(AT)
64824,朗逸,6挡手自一体,6,手自一体变速箱(AT)
64821,朗逸,6挡手自一体,6,手自一体变速箱(AT)
64825,朗逸,6挡手自一体,6,手自一体变速箱(AT)
64823,朗逸,6挡手自一体,6,手自一体变速箱(AT)
67521,朗逸,6挡手自一体,6,手自一体变速箱(AT)
64820,朗逸,6挡手自一体,6,手自一体变速箱(AT)
63242,朗逸,7挡干式双离合,7,干式双离合变速箱(DCT)
70551,朗逸,7挡干式双离合,7,干式双离合变速箱(DCT)
64826,朗逸,7挡干式双离合,7,干式双离合变速箱(DCT)
70552,朗逸,7挡干式双离合,7,干式双离合变速箱(DCT)
69830,朗逸,7挡干式双离合,7,干式双离合变速箱(DCT)
64822,朗逸,6挡手自一体,6,手自一体变速箱(AT)
61259,朗逸,6挡手自一体,6,手自一体变速箱(AT)
69831,朗逸,6挡手自一体,6,手自一体变速箱(AT)
67522,朗逸,6挡手自一体,6,手自一体变速箱(AT)
67612,途昂,7挡湿式双离合,7,湿式双离合变速箱(DCT)
72135,途昂,7挡湿式双离合,7,湿式双离合变速箱(DCT)
67605,途昂,7挡湿式双离合,7,湿式双离合变速箱(DCT)
67606,途昂,7挡湿式双离合,7,湿式双离合变速箱(DCT)
67603,途昂,7挡湿式双离合,7,湿式双离合变速箱(DCT)
72134,途昂,7挡湿式双离合,7,湿式双离合变速箱(DCT)
67611,途昂,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71802,途昂,7挡湿式双离合,7,湿式双离合变速箱(DCT)
67609,途昂,7挡湿式双离合,7,湿式双离合变速箱(DCT)
67604,途昂,7挡湿式双离合,7,湿式双离合变速箱(DCT)
67607,途昂,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71908,途昂,7挡湿式双离合,7,湿式双离合变速箱(DCT)
69914,途昂,7挡湿式双离合,7,湿式双离合变速箱(DCT)
67608,途昂,7挡湿式双离合,7,湿式双离合变速箱(DCT)
67602,途昂,7挡湿式双离合,7,湿式双离合变速箱(DCT)
67601,途昂,7挡湿式双离合,7,湿式双离合变速箱(DCT)
67610,途昂,7挡湿式双离合,7,湿式双离合变速箱(DCT)
70222,速腾,5挡手动,5,手动变速箱(MT)
70218,速腾,7挡干式双离合,7,干式双离合变速箱(DCT)
72129,速腾,7挡干式双离合,7,干式双离合变速箱(DCT)
72128,速腾,7挡干式双离合,7,干式双离合变速箱(DCT)
70219,速腾,7挡干式双离合,7,干式双离合变速箱(DCT)
72130,速腾,7挡干式双离合,7,干式双离合变速箱(DCT)
68133,速腾,7挡干式双离合,7,干式双离合变速箱(DCT)
72411,速腾,7挡干式双离合,7,干式双离合变速箱(DCT)
70217,速腾,7挡干式双离合,7,干式双离合变速箱(DCT)
70220,速腾,7挡干式双离合,7,干式双离合变速箱(DCT)
70221,速腾,7挡干式双离合,7,干式双离合变速箱(DCT)
70715,探岳,7挡湿式双离合,7,湿式双离合变速箱(DCT)
69421,探岳,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71696,探岳,7挡湿式双离合,7,湿式双离合变速箱(DCT)
65179,探岳,7挡湿式双离合,7,湿式双离合变速箱(DCT)
62194,探岳,7挡湿式双离合,7,湿式双离合变速箱(DCT)
69414,探岳,7挡湿式双离合,7,湿式双离合变速箱(DCT)
69413,探岳,7挡湿式双离合,7,湿式双离合变速箱(DCT)
62193,探岳,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71951,探岳,7挡湿式双离合,7,湿式双离合变速箱(DCT)
65181,探岳,7挡湿式双离合,7,湿式双离合变速箱(DCT)
65177,探岳,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71952,探岳,7挡湿式双离合,7,湿式双离合变速箱(DCT)
65178,探岳,7挡湿式双离合,7,湿式双离合变速箱(DCT)
65180,探岳,7挡湿式双离合,7,湿式双离合变速箱(DCT)
60622,探岳,7挡湿式双离合,7,湿式双离合变速箱(DCT)
66454,途观L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
66453,途观L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
66452,途观L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
68468,途观L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
68467,途观L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
68198,途观L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
67287,途观L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
67286,途观L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
67285,途观L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
67411,途岳,6挡手自一体,6,手自一体变速箱(AT)
67414,途岳,6挡手自一体,6,手自一体变速箱(AT)
67410,途岳,7挡干式双离合,7,干式双离合变速箱(DCT)
68750,途岳,7挡干式双离合,7,干式双离合变速箱(DCT)
69573,途岳,7挡干式双离合,7,干式双离合变速箱(DCT)
67413,途岳,7挡干式双离合,7,干式双离合变速箱(DCT)
68749,途岳,7挡干式双离合,7,干式双离合变速箱(DCT)
69572,途岳,7挡干式双离合,7,干式双离合变速箱(DCT)
67412,途岳,7挡湿式双离合,7,湿式双离合变速箱(DCT)
69272,大众ID.3,电动车单速变速箱,1,固定齿比变速箱
71677,大众ID.3,电动车单速变速箱,1,固定齿比变速箱
71654,大众ID.3,电动车单速变速箱,1,固定齿比变速箱
69271,大众ID.3,电动车单速变速箱,1,固定齿比变速箱
69273,大众ID.3,电动车单速变速箱,1,固定齿比变速箱
70354,大众ID.3,电动车单速变速箱,1,固定齿比变速箱
69297,大众ID.3,电动车单速变速箱,1,固定齿比变速箱
69298,大众ID.3,电动车单速变速箱,1,固定齿比变速箱
68889,高尔夫,7挡干式双离合,7,干式双离合变速箱(DCT)
70637,高尔夫,7挡干式双离合,7,干式双离合变速箱(DCT)
70965,高尔夫,7挡干式双离合,7,干式双离合变速箱(DCT)
70638,高尔夫,7挡干式双离合,7,干式双离合变速箱(DCT)
68888,高尔夫,7挡干式双离合,7,干式双离合变速箱(DCT)
62338,高尔夫,7挡干式双离合,7,干式双离合变速箱(DCT)
68636,揽巡,7挡湿式双离合,7,湿式双离合变速箱(DCT)
68633,揽巡,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71076,揽巡,7挡湿式双离合,7,湿式双离合变速箱(DCT)
