CAR_ID,品牌系列,简称,挡位个数,变速箱类型
68634,揽巡,7挡湿式双离合,7,湿式双离合变速箱(DCT)
68635,揽巡,7挡湿式双离合,7,湿式双离合变速箱(DCT)
70401,宝来,5挡手动,5,手动变速箱(MT)
70402,宝来,7挡干式双离合,7,干式双离合变速箱(DCT)
68144,宝来,7挡干式双离合,7,干式双离合变速箱(DCT)
70398,宝来,7挡干式双离合,7,干式双离合变速箱(DCT)
70399,宝来,7挡干式双离合,7,干式双离合变速箱(DCT)
70400,宝来,7挡干式双离合,7,干式双离合变速箱(DCT)
70397,宝来,7挡干式双离合,7,干式双离合变速箱(DCT)
69047,一汽-大众CC,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71859,一汽-大众CC,7挡湿式双离合,7,湿式双离合变速箱(DCT)
64089,一汽-大众CC,7挡湿式双离合,7,湿式双离合变速箱(DCT)
64113,一汽-大众CC,7挡湿式双离合,7,湿式双离合变速箱(DCT)
69048,一汽-大众CC,7挡湿式双离合,7,湿式双离合变速箱(DCT)
67032,一汽-大众CC,7挡湿式双离合,7,湿式双离合变速箱(DCT)
65340,一汽-大众CC,7挡湿式双离合,7,湿式双离合变速箱(DCT)
69044,一汽-大众CC,7挡湿式双离合,7,湿式双离合变速箱(DCT)
69045,一汽-大众CC,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71858,一汽-大众CC,7挡湿式双离合,7,湿式双离合变速箱(DCT)
64114,一汽-大众CC,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71856,一汽-大众CC,7挡湿式双离合,7,湿式双离合变速箱(DCT)
69043,一汽-大众CC,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71857,一汽-大众CC,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71860,一汽-大众CC,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71861,一汽-大众CC,7挡湿式双离合,7,湿式双离合变速箱(DCT)
67033,一汽-大众CC,7挡湿式双离合,7,湿式双离合变速箱(DCT)
69046,一汽-大众CC,7挡湿式双离合,7,湿式双离合变速箱(DCT)
63584,途锐,8挡手自一体,8,手自一体变速箱(AT)
63585,途锐,8挡手自一体,8,手自一体变速箱(AT)
64329,途锐,8挡手自一体,8,手自一体变速箱(AT)
72503,途锐,8挡手自一体,8,手自一体变速箱(AT)
63583,途锐,8挡手自一体,8,手自一体变速箱(AT)
64328,途锐,8挡手自一体,8,手自一体变速箱(AT)
63582,途锐,8挡手自一体,8,手自一体变速箱(AT)
64396,威然,7挡湿式双离合,7,湿式双离合变速箱(DCT)
64398,威然,7挡湿式双离合,7,湿式双离合变速箱(DCT)
64395,威然,7挡湿式双离合,7,湿式双离合变速箱(DCT)
64394,威然,7挡湿式双离合,7,湿式双离合变速箱(DCT)
64397,威然,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71346,揽境,7挡湿式双离合,7,湿式双离合变速箱(DCT)
68640,揽境,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71349,揽境,7挡湿式双离合,7,湿式双离合变速箱(DCT)
68648,揽境,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71340,揽境,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71341,揽境,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71345,揽境,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71342,揽境,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71344,揽境,7挡湿式双离合,7,湿式双离合变速箱(DCT)
68642,揽境,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71348,揽境,7挡湿式双离合,7,湿式双离合变速箱(DCT)
68646,揽境,7挡湿式双离合,7,湿式双离合变速箱(DCT)
68641,揽境,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71343,揽境,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71351,揽境,7挡湿式双离合,7,湿式双离合变速箱(DCT)
68645,揽境,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71350,揽境,7挡湿式双离合,7,湿式双离合变速箱(DCT)
68639,揽境,7挡湿式双离合,7,湿式双离合变速箱(DCT)
68647,揽境,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71347,揽境,7挡湿式双离合,7,湿式双离合变速箱(DCT)
64933,凌渡,7挡干式双离合,7,干式双离合变速箱(DCT)
70122,凌渡,7挡干式双离合,7,干式双离合变速箱(DCT)
70120,凌渡,7挡干式双离合,7,干式双离合变速箱(DCT)
64555,凌渡,7挡干式双离合,7,干式双离合变速箱(DCT)
70121,凌渡,7挡干式双离合,7,干式双离合变速箱(DCT)
60621,凌渡,7挡干式双离合,7,干式双离合变速箱(DCT)
64556,凌渡,7挡干式双离合,7,干式双离合变速箱(DCT)
70123,凌渡,7挡干式双离合,7,干式双离合变速箱(DCT)
64932,凌渡,7挡干式双离合,7,干式双离合变速箱(DCT)
63096,Polo,5挡手动,5,手动变速箱(MT)
63097,Polo,6挡手自一体,6,手自一体变速箱(AT)
63095,Polo,6挡手自一体,6,手自一体变速箱(AT)
62295,Polo,6挡手自一体,6,手自一体变速箱(AT)
63047,Polo,6挡手自一体,6,手自一体变速箱(AT)
61859,高尔夫GTI,7挡湿式双离合,7,湿式双离合变速箱(DCT)
67314,高尔夫GTI,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71027,T-ROC探歌,7挡干式双离合,7,干式双离合变速箱(DCT)
71026,T-ROC探歌,7挡干式双离合,7,干式双离合变速箱(DCT)
72574,T-ROC探歌,7挡干式双离合,7,干式双离合变速箱(DCT)
72576,T-ROC探歌,7挡干式双离合,7,干式双离合变速箱(DCT)
71025,T-ROC探歌,7挡干式双离合,7,干式双离合变速箱(DCT)
72575,T-ROC探歌,7挡干式双离合,7,干式双离合变速箱(DCT)
70812,ID.4 CROZZ,电动车单速变速箱,1,固定齿比变速箱
71288,ID.4 CROZZ,电动车单速变速箱,1,固定齿比变速箱
71287,ID.4 CROZZ,电动车单速变速箱,1,固定齿比变速箱
71289,ID.4 CROZZ,电动车单速变速箱,1,固定齿比变速箱
66302,ID.4 X,电动车单速变速箱,1,固定齿比变速箱
66304,ID.4 X,电动车单速变速箱,1,固定齿比变速箱
69275,ID.4 X,电动车单速变速箱,1,固定齿比变速箱
69274,ID.4 X,电动车单速变速箱,1,固定齿比变速箱
66305,ID.4 X,电动车单速变速箱,1,固定齿比变速箱
69276,ID.4 X,电动车单速变速箱,1,固定齿比变速箱
72043,ID.4 X,电动车单速变速箱,1,固定齿比变速箱
66303,ID.4 X,电动车单速变速箱,1,固定齿比变速箱
63282,途安,7挡干式双离合,7,干式双离合变速箱(DCT)
65378,途安,7挡干式双离合,7,干式双离合变速箱(DCT)
65377,途安,7挡干式双离合,7,干式双离合变速箱(DCT)
63118,途安,7挡干式双离合,7,干式双离合变速箱(DCT)
63117,途安,7挡干式双离合,7,干式双离合变速箱(DCT)
64849,探影,7挡干式双离合,7,干式双离合变速箱(DCT)
64850,探影,7挡干式双离合,7,干式双离合变速箱(DCT)
63094,途铠,5挡手动,5,手动变速箱(MT)
60102,途铠,6挡手自一体,6,手自一体变速箱(AT)
63565,途铠,6挡手自一体,6,手自一体变速箱(AT)
63092,途铠,7挡干式双离合,7,干式双离合变速箱(DCT)
63093,途铠,7挡干式双离合,7,干式双离合变速箱(DCT)
50920,Arteon,7挡湿式双离合,7,湿式双离合变速箱(DCT)
65987,大众ID.7 VIZZION,电动车单速变速箱,1,固定齿比变速箱
62442,大众ID.7 VIZZION,电动车单速变速箱,1,固定齿比变速箱
62621,大众ID.7 VIZZION,电动车单速变速箱,1,固定齿比变速箱
66190,大众ID.7 VIZZION,电动车单速变速箱,1,固定齿比变速箱
50921,蔚揽,7挡湿式双离合,7,湿式双离合变速箱(DCT)
50780,蔚揽,7挡湿式双离合,7,湿式双离合变速箱(DCT)
50922,蔚揽,7挡湿式双离合,7,湿式双离合变速箱(DCT)
67824,ID.6 CROZZ,电动车单速变速箱,1,固定齿比变速箱
67826,ID.6 CROZZ,电动车单速变速箱,1,固定齿比变速箱
67825,ID.6 CROZZ,电动车单速变速箱,1,固定齿比变速箱
64678,ID.6 CROZZ,电动车单速变速箱,1,固定齿比变速箱
62714,ID.6 X,电动车单速变速箱,1,固定齿比变速箱
62716,ID.6 X,电动车单速变速箱,1,固定齿比变速箱
62715,ID.6 X,电动车单速变速箱,1,固定齿比变速箱
69354,途观X,7挡湿式双离合,7,湿式双离合变速箱(DCT)
70633,ID.UNYX 与众,电动车单速变速箱,1,固定齿比变速箱
69174,ID.UNYX 与众,电动车单速变速箱,1,固定齿比变速箱
69173,ID.UNYX 与众,电动车单速变速箱,1,固定齿比变速箱
67640,探岳X,7挡湿式双离合,7,湿式双离合变速箱(DCT)
62195,探岳X,7挡湿式双离合,7,湿式双离合变速箱(DCT)
58500,探岳X,7挡湿式双离合,7,湿式双离合变速箱(DCT)
59533,帕萨特新能源,6挡湿式双离合,6,湿式双离合变速箱(DCT)
59532,帕萨特新能源,6挡湿式双离合,6,湿式双离合变速箱(DCT)
54800,迈腾GTE插电混动,6挡湿式双离合,6,湿式双离合变速箱(DCT)
54801,迈腾GTE插电混动,6挡湿式双离合,6,湿式双离合变速箱(DCT)
59087,途观L新能源,6挡湿式双离合,6,湿式双离合变速箱(DCT)
59086,途观L新能源,6挡湿式双离合,6,湿式双离合变速箱(DCT)
55512,途锐新能源,8挡手自一体,8,手自一体变速箱(AT)
66573,探岳GTE插电混动,6挡湿式双离合,6,湿式双离合变速箱(DCT)
71531,奥迪A6L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71530,奥迪A6L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
72049,奥迪A6L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71526,奥迪A6L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71527,奥迪A6L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71995,奥迪A6L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71528,奥迪A6L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
65347,奥迪Q5L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
68853,奥迪Q5L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
68852,奥迪Q5L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
68851,奥迪Q5L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
65348,奥迪Q5L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
65351,奥迪Q5L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71980,奥迪Q5L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71981,奥迪Q5L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71982,奥迪Q5L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71979,奥迪Q5L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
68854,奥迪Q5L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
65349,奥迪Q5L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
65350,奥迪Q5L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
65000,奥迪A4L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
69124,奥迪A4L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
65293,奥迪A4L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
65296,奥迪A4L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
69123,奥迪A4L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
65295,奥迪A4L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
69122,奥迪A4L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
65294,奥迪A4L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
69125,奥迪A4L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
70481,奥迪Q7,8挡手自一体,8,手自一体变速箱(AT)
68679,奥迪Q7,8挡手自一体,8,手自一体变速箱(AT)
68681,奥迪Q7,8挡手自一体,8,手自一体变速箱(AT)
68682,奥迪Q7,8挡手自一体,8,手自一体变速箱(AT)
68680,奥迪Q7,8挡手自一体,8,手自一体变速箱(AT)
70931,奥迪Q7,8挡手自一体,8,手自一体变速箱(AT)
70483,奥迪Q7,8挡手自一体,8,手自一体变速箱(AT)
70480,奥迪Q7,8挡手自一体,8,手自一体变速箱(AT)
70482,奥迪Q7,8挡手自一体,8,手自一体变速箱(AT)
68726,奥迪A3,7挡干式双离合,7,干式双离合变速箱(DCT)
70232,奥迪A3,7挡干式双离合,7,干式双离合变速箱(DCT)
64853,奥迪A3,7挡干式双离合,7,干式双离合变速箱(DCT)
64858,奥迪A3,7挡干式双离合,7,干式双离合变速箱(DCT)
69761,奥迪A3,7挡干式双离合,7,干式双离合变速箱(DCT)
64854,奥迪A3,7挡干式双离合,7,干式双离合变速箱(DCT)
64856,奥迪A3,7挡干式双离合,7,干式双离合变速箱(DCT)
64859,奥迪A3,7挡干式双离合,7,干式双离合变速箱(DCT)
69763,奥迪A3,7挡干式双离合,7,干式双离合变速箱(DCT)
64857,奥迪A3,7挡干式双离合,7,干式双离合变速箱(DCT)
64861,奥迪A3,7挡干式双离合,7,干式双离合变速箱(DCT)
70233,奥迪A3,7挡干式双离合,7,干式双离合变速箱(DCT)
64864,奥迪A3,7挡干式双离合,7,干式双离合变速箱(DCT)
64863,奥迪A3,7挡干式双离合,7,干式双离合变速箱(DCT)
64862,奥迪A3,7挡干式双离合,7,干式双离合变速箱(DCT)
64855,奥迪A3,7挡干式双离合,7,干式双离合变速箱(DCT)
69762,奥迪A3,7挡干式双离合,7,干式双离合变速箱(DCT)
64860,奥迪A3,7挡干式双离合,7,干式双离合变速箱(DCT)
64865,奥迪A3,7挡干式双离合,7,干式双离合变速箱(DCT)
64866,奥迪A3,7挡干式双离合,7,干式双离合变速箱(DCT)
66886,奥迪A7L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
66755,奥迪A7L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
66790,奥迪A7L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
66891,奥迪A7L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
66890,奥迪A7L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
66887,奥迪A7L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
66889,奥迪A7L,7挡湿式双离合,7,湿式双离合变速箱(DCT)
65482,奥迪A8,8挡手自一体,8,手自一体变速箱(AT)
64041,奥迪A8,8挡手自一体,8,手自一体变速箱(AT)
70490,奥迪A8,8挡手自一体,8,手自一体变速箱(AT)
64046,奥迪A8,8挡手自一体,8,手自一体变速箱(AT)
70485,奥迪A8,8挡手自一体,8,手自一体变速箱(AT)
64045,奥迪A8,8挡手自一体,8,手自一体变速箱(AT)
67356,奥迪A8,8挡手自一体,8,手自一体变速箱(AT)
64043,奥迪A8,8挡手自一体,8,手自一体变速箱(AT)
70489,奥迪A8,8挡手自一体,8,手自一体变速箱(AT)
70484,奥迪A8,8挡手自一体,8,手自一体变速箱(AT)
64042,奥迪A8,8挡手自一体,8,手自一体变速箱(AT)
64047,奥迪A8,8挡手自一体,8,手自一体变速箱(AT)
70487,奥迪A8,8挡手自一体,8,手自一体变速箱(AT)
64044,奥迪A8,8挡手自一体,8,手自一体变速箱(AT)
70865,奥迪A6(进口),7挡湿式双离合,7,湿式双离合变速箱(DCT)
70866,奥迪A6(进口),7挡湿式双离合,7,湿式双离合变速箱(DCT)
69186,奥迪A6(进口),7挡湿式双离合,7,湿式双离合变速箱(DCT)
65706,奥迪A6(进口),7挡湿式双离合,7,湿式双离合变速箱(DCT)
65707,奥迪A6(进口),7挡湿式双离合,7,湿式双离合变速箱(DCT)
69185,奥迪A6(进口),7挡湿式双离合,7,湿式双离合变速箱(DCT)
65002,奥迪Q3,7挡湿式双离合,7,湿式双离合变速箱(DCT)
63974,奥迪Q3,7挡湿式双离合,7,湿式双离合变速箱(DCT)
63985,奥迪Q3,7挡湿式双离合,7,湿式双离合变速箱(DCT)
63983,奥迪Q3,7挡湿式双离合,7,湿式双离合变速箱(DCT)
63986,奥迪Q3,7挡湿式双离合,7,湿式双离合变速箱(DCT)
63984,奥迪Q3,7挡湿式双离合,7,湿式双离合变速箱(DCT)
63988,奥迪Q3,7挡湿式双离合,7,湿式双离合变速箱(DCT)
63989,奥迪Q3,7挡湿式双离合,7,湿式双离合变速箱(DCT)
63987,奥迪Q3,7挡湿式双离合,7,湿式双离合变速箱(DCT)
63724,奥迪Q3,7挡湿式双离合,7,湿式双离合变速箱(DCT)
64926,奥迪Q6,7挡湿式双离合,7,湿式双离合变速箱(DCT)
66295,奥迪Q6,7挡湿式双离合,7,湿式双离合变速箱(DCT)
64920,奥迪Q6,7挡湿式双离合,7,湿式双离合变速箱(DCT)
64916,奥迪Q6,7挡湿式双离合,7,湿式双离合变速箱(DCT)
64915,奥迪Q6,7挡湿式双离合,7,湿式双离合变速箱(DCT)
64925,奥迪Q6,7挡湿式双离合,7,湿式双离合变速箱(DCT)
66294,奥迪Q6,7挡湿式双离合,7,湿式双离合变速箱(DCT)
64913,奥迪Q6,7挡湿式双离合,7,湿式双离合变速箱(DCT)
64919,奥迪Q6,7挡湿式双离合,7,湿式双离合变速箱(DCT)
64918,奥迪Q6,7挡湿式双离合,7,湿式双离合变速箱(DCT)
64922,奥迪Q6,7挡湿式双离合,7,湿式双离合变速箱(DCT)
64917,奥迪Q6,7挡湿式双离合,7,湿式双离合变速箱(DCT)
64914,奥迪Q6,7挡湿式双离合,7,湿式双离合变速箱(DCT)
64921,奥迪Q6,7挡湿式双离合,7,湿式双离合变速箱(DCT)
64927,奥迪Q6,7挡湿式双离合,7,湿式双离合变速箱(DCT)
65914,奥迪Q6,7挡湿式双离合,7,湿式双离合变速箱(DCT)
64923,奥迪Q6,7挡湿式双离合,7,湿式双离合变速箱(DCT)
64928,奥迪Q6,7挡湿式双离合,7,湿式双离合变速箱(DCT)
64924,奥迪Q6,7挡湿式双离合,7,湿式双离合变速箱(DCT)
70824,奥迪A7,7挡湿式双离合,7,湿式双离合变速箱(DCT)
70823,奥迪A7,7挡湿式双离合,7,湿式双离合变速箱(DCT)
65818,奥迪A7,7挡湿式双离合,7,湿式双离合变速箱(DCT)
65819,奥迪A7,7挡湿式双离合,7,湿式双离合变速箱(DCT)
65855,奥迪A7,7挡湿式双离合,7,湿式双离合变速箱(DCT)
70825,奥迪A7,7挡湿式双离合,7,湿式双离合变速箱(DCT)
66015,奥迪A5(进口),7挡湿式双离合,7,湿式双离合变速箱(DCT)
66014,奥迪A5(进口),7挡湿式双离合,7,湿式双离合变速箱(DCT)
66013,奥迪A5(进口),7挡湿式双离合,7,湿式双离合变速箱(DCT)
66011,奥迪A5(进口),7挡湿式双离合,7,湿式双离合变速箱(DCT)
66012,奥迪A5(进口),7挡湿式双离合,7,湿式双离合变速箱(DCT)
71277,奥迪Q2L,7挡干式双离合,7,干式双离合变速箱(DCT)
70132,奥迪Q2L,7挡干式双离合,7,干式双离合变速箱(DCT)
71275,奥迪Q2L,7挡干式双离合,7,干式双离合变速箱(DCT)
70131,奥迪Q2L,7挡干式双离合,7,干式双离合变速箱(DCT)
71276,奥迪Q2L,7挡干式双离合,7,干式双离合变速箱(DCT)
71274,奥迪Q2L,7挡干式双离合,7,干式双离合变速箱(DCT)
71273,奥迪Q2L,7挡干式双离合,7,干式双离合变速箱(DCT)
69018,奥迪Q8,8挡手自一体,8,手自一体变速箱(AT)
64630,奥迪Q8,8挡手自一体,8,手自一体变速箱(AT)
69019,奥迪Q8,8挡手自一体,8,手自一体变速箱(AT)
69020,奥迪Q8,8挡手自一体,8,手自一体变速箱(AT)
64252,奥迪S4,8挡手自一体,8,手自一体变速箱(AT)
64253,奥迪S4,8挡手自一体,8,手自一体变速箱(AT)
65951,奥迪A4(进口),7挡湿式双离合,7,湿式双离合变速箱(DCT)
65961,奥迪A4(进口),7挡湿式双离合,7,湿式双离合变速箱(DCT)
62273,奥迪Q5 e-tron,电动车单速变速箱,1,固定齿比变速箱
62272,奥迪Q5 e-tron,电动车单速变速箱,1,固定齿比变速箱
62271,奥迪Q5 e-tron,电动车单速变速箱,1,固定齿比变速箱
68572,奥迪Q5 e-tron,电动车单速变速箱,1,固定齿比变速箱
62270,奥迪Q5 e-tron,电动车单速变速箱,1,固定齿比变速箱
62267,奥迪Q5 e-tron,电动车单速变速箱,1,固定齿比变速箱
68571,奥迪Q5 e-tron,电动车单速变速箱,1,固定齿比变速箱
62274,奥迪Q5 e-tron,电动车单速变速箱,1,固定齿比变速箱
62268,奥迪Q5 e-tron,电动车单速变速箱,1,固定齿比变速箱
62269,奥迪Q5 e-tron,电动车单速变速箱,1,固定齿比变速箱
62278,奥迪Q5 e-tron,电动车单速变速箱,1,固定齿比变速箱
62277,奥迪Q5 e-tron,电动车单速变速箱,1,固定齿比变速箱
62276,奥迪Q5 e-tron,电动车单速变速箱,1,固定齿比变速箱
62275,奥迪Q5 e-tron,电动车单速变速箱,1,固定齿比变速箱
65049,奥迪Q4 e-tron,电动车单速变速箱,1,固定齿比变速箱
65051,奥迪Q4 e-tron,电动车单速变速箱,1,固定齿比变速箱
65050,奥迪Q4 e-tron,电动车单速变速箱,1,固定齿比变速箱
65047,奥迪Q4 e-tron,电动车单速变速箱,1,固定齿比变速箱
69007,奥迪Q5L Sportback,7挡湿式双离合,7,湿式双离合变速箱(DCT)
65465,奥迪Q5L Sportback,7挡湿式双离合,7,湿式双离合变速箱(DCT)
65467,奥迪Q5L Sportback,7挡湿式双离合,7,湿式双离合变速箱(DCT)
65466,奥迪Q5L Sportback,7挡湿式双离合,7,湿式双离合变速箱(DCT)
71978,奥迪Q5L Sportback,7挡湿式双离合,7,湿式双离合变速箱(DCT)
69008,奥迪Q5L Sportback,7挡湿式双离合,7,湿式双离合变速箱(DCT)
66263,奥迪RS 7,8挡手自一体,8,手自一体变速箱(AT)
66265,奥迪RS 6,8挡手自一体,8,手自一体变速箱(AT)
66639,奥迪RS 6,8挡手自一体,8,手自一体变速箱(AT)
66009,奥迪S5,8挡手自一体,8,手自一体变速箱(AT)
66010,奥迪S5,8挡手自一体,8,手自一体变速箱(AT)
66008,奥迪S5,8挡手自一体,8,手自一体变速箱(AT)
66276,奥迪RS 4,8挡手自一体,8,手自一体变速箱(AT)
66275,奥迪RS 4,8挡手自一体,8,手自一体变速箱(AT)
66274,奥迪RS 4,8挡手自一体,8,手自一体变速箱(AT)
71606,奥迪RS Q8,8挡手自一体,8,手自一体变速箱(AT)
55117,奥迪RS Q8,8挡手自一体,8,手自一体变速箱(AT)
66268,奥迪RS 5,8挡手自一体,8,手自一体变速箱(AT)
66267,奥迪RS 5,8挡手自一体,8,手自一体变速箱(AT)
66269,奥迪RS 5,8挡手自一体,8,手自一体变速箱(AT)
66270,奥迪RS 5,8挡手自一体,8,手自一体变速箱(AT)
66271,奥迪RS 5,8挡手自一体,8,手自一体变速箱(AT)
66272,奥迪RS 5,8挡手自一体,8,手自一体变速箱(AT)
63435,奥迪SQ5,8挡手自一体,8,手自一体变速箱(AT)
66921,奥迪SQ5,8挡手自一体,8,手自一体变速箱(AT)
64048,奥迪S8,8挡手自一体,8,手自一体变速箱(AT)
70491,奥迪S8,8挡手自一体,8,手自一体变速箱(AT)
63981,奥迪Q3 Sportback,7挡湿式双离合,7,湿式双离合变速箱(DCT)
63979,奥迪Q3 Sportback,7挡湿式双离合,7,湿式双离合变速箱(DCT)
63982,奥迪Q3 Sportback,7挡湿式双离合,7,湿式双离合变速箱(DCT)
63975,奥迪Q3 Sportback,7挡湿式双离合,7,湿式双离合变速箱(DCT)
63980,奥迪Q3 Sportback,7挡湿式双离合,7,湿式双离合变速箱(DCT)
63692,奥迪e-tron GT,2挡自动,2,自动变速箱(AT)
65368,奥迪SQ7,8挡手自一体,8,手自一体变速箱(AT)
68828,奥迪SQ7,8挡手自一体,8,手自一体变速箱(AT)
67100,奥迪S6,8挡手自一体,8,手自一体变速箱(AT)
61540,奥迪S6,8挡手自一体,8,手自一体变速箱(AT)
57861,奥迪S7,8挡手自一体,8,手自一体变速箱(AT)
65820,奥迪S7,8挡手自一体,8,手自一体变速箱(AT)
65055,奥迪S7,8挡手自一体,8,手自一体变速箱(AT)
55144,奥迪Q2L e-tron,电动车单速变速箱,1,固定齿比变速箱
60410,奥迪RS e-tron GT,2挡自动,2,自动变速箱(AT)
59025,奥迪SQ5 Sportback,8挡手自一体,8,手自一体变速箱(AT)
67867,奥迪SQ5 Sportback,8挡手自一体,8,手自一体变速箱(AT)
72191,雅阁,CVT无级变速,无级变速,无级变速箱(CVT)
70027,雅阁,CVT无级变速,无级变速,无级变速箱(CVT)
70014,雅阁,CVT无级变速,无级变速,无级变速箱(CVT)
72256,雅阁,CVT无级变速,无级变速,无级变速箱(CVT)
70028,雅阁,CVT无级变速,无级变速,无级变速箱(CVT)
70026,雅阁,CVT无级变速,无级变速,无级变速箱(CVT)
72124,雅阁,CVT无级变速,无级变速,无级变速箱(CVT)
71939,本田CR-V,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
63479,本田CR-V,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71936,本田CR-V,CVT无级变速,无级变速,无级变速箱(CVT)
63480,本田CR-V,CVT无级变速,无级变速,无级变速箱(CVT)
67569,本田CR-V,CVT无级变速,无级变速,无级变速箱(CVT)
61271,本田CR-V,CVT无级变速,无级变速,无级变速箱(CVT)
71938,本田CR-V,CVT无级变速,无级变速,无级变速箱(CVT)
71942,本田CR-V,CVT无级变速,无级变速,无级变速箱(CVT)
71937,本田CR-V,CVT无级变速,无级变速,无级变速箱(CVT)
71941,本田CR-V,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
71940,本田CR-V,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
67568,本田CR-V,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
60767,思域,CVT无级变速,无级变速,无级变速箱(CVT)
59054,思域,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
58217,思域,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
53177,思域,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
59067,思域,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
72008,思域,CVT无级变速,无级变速,无级变速箱(CVT)
71955,思域,CVT无级变速,无级变速,无级变速箱(CVT)
53219,思域,CVT无级变速,无级变速,无级变速箱(CVT)
72011,思域,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
53268,思域,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
69138,思域,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
53266,思域,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
59069,思域,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
58216,思域,CVT无级变速,无级变速,无级变速箱(CVT)
72009,思域,CVT无级变速,无级变速,无级变速箱(CVT)
59068,思域,CVT无级变速,无级变速,无级变速箱(CVT)
71954,思域,CVT无级变速,无级变速,无级变速箱(CVT)
61020,思域,CVT无级变速,无级变速,无级变速箱(CVT)
53267,思域,6挡手动,6,手动变速箱(MT)
57610,思域,CVT无级变速,无级变速,无级变速箱(CVT)
56676,思域,CVT无级变速,无级变速,无级变速箱(CVT)
62373,思域,CVT无级变速,无级变速,无级变速箱(CVT)
57576,思域,CVT无级变速,无级变速,无级变速箱(CVT)
53265,思域,CVT无级变速,无级变速,无级变速箱(CVT)
57577,思域,CVT无级变速,无级变速,无级变速箱(CVT)
69140,思域,CVT无级变速,无级变速,无级变速箱(CVT)
72010,思域,CVT无级变速,无级变速,无级变速箱(CVT)
63458,奥德赛,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
63455,奥德赛,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
